Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
5,H Mercier,Self-deception: Adaptation or by-product?,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/selfdeception-adaptation-or-byproduct/E05C4D7AEC0787AC0A41AAECFB740020,"https://scholar.google.com/scholar?cites=9550268375333910468&as_sdt=2005&sciodt=0,5&hl=en",101,3/10/20 11:56,,,,,,,,,5,0.56,5,1,9,"By systematically biasing our beliefs, self-deception can endanger our ability to successfully convey our messages. It can also lead lies to degenerate into more severe damages in relationships. Accordingly, I suggest that the biases reviewed in the target article do not aim …"
13,"R YIN, D SU, H YE",Conceptual metaphor theory: basing on theories of embodied cognition,2013,Advances in Psychological Science,journal.psych.ac.cn,http://journal.psych.ac.cn/xlkxjz/EN/abstract/abstract2795.shtml,"https://scholar.google.com/scholar?cites=10208638745323553001&as_sdt=2005&sciodt=0,5&hl=en",102,3/10/20 11:56,,,,,,,,,13,1.86,4,3,7,Metaphor is a common linguistic phenomenon. Conceptual Metaphor Theory (CMT) assumes that metaphor is not only just the language we use to communicate: it reflects a cognitive character that sensorimotor experiences and concrete concepts serve as the …
9,"吳宗祐, 廖紘億",華人威權領導總是導致部屬負面結果嗎? 由 [不確定管理理論] 探討威權領導對分配不公平與程序不公平之交互作用與部屬工作滿意度之關係的調節效果,2013,中華心理學刊,airitilibrary.cn,http://www.airitilibrary.cn/Publication/Index?FirstID=10139656-201303-201303280010-201303280010-1-22,"https://scholar.google.com/scholar?cites=3088487797486452326&as_sdt=2005&sciodt=0,5&hl=en",103,3/10/20 11:56,HTML,,,,,,,,9,1.29,5,2,7,"威權領導是華人組織特有的領導方式, 儘管過去文獻指出威權領導會讓員工產生負面反應, 但威權領導的特定屬性也能降低員工的不確定性. 本研究試圖運用[不確定管理理論] 與[公平過程-結果互動觀點], 以探討威權領導是否可以減緩程序公平與分配公平之交互作用對員工工作滿意 …"
9,"J REN, XX GAO",Moral emotions: The moral behavior's intermediary mediation,2011,Advances in Psychological Science,journal.psych.ac.cn,http://journal.psych.ac.cn/xlkxjz/EN/Y2011/V19/I8/1224,"https://scholar.google.com/scholar?cites=17315908372881807611&as_sdt=2005&sciodt=0,5&hl=en",104,3/10/20 11:56,,,,,,,,,9,1,5,2,9,"Moral emotion, an important research area of Psychology, is an emotional experience which results from people's judgment of one's own or other's behavior and thought based on certain moral standards. It is a complex emotion, including disgust, empathy, guilt, shame …"
4,"ML Brooks, WB Swann",Is social interaction based on guile or honesty?,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/is-social-interaction-based-on-guile-or-honesty/2E7FAE409E044281FD9C358A61BCB6C5,"https://scholar.google.com/scholar?cites=13842009689141776212&as_sdt=2005&sciodt=0,5&hl=en",105,3/10/20 11:56,,,,,,,,,4,0.44,2,2,9,"Von Hippel & Trivers suggest that people enhance their own self-views as a means of persuading others to adopt similarly inflated perceptions of them. We question the existence of a pervasive desire for self-enhancement, noting that the evidence the authors cite could …"
4,M Workman,An empirical study of a behavioral decision model with moderated effects for long-range security initiatives,2013,Security journal,Springer,https://link.springer.com/article/10.1057/sj.2011.31,"https://scholar.google.com/scholar?cites=16174971478346036566&as_sdt=2005&sciodt=0,5&hl=en",106,3/10/20 11:56,HTML,,,,,,,,4,0.57,4,1,7,"Organizations are squeezing their overhead budgets (where security initiatives fall) and are focusing more on revenue generation given current economic climates. Thus in both governmental sectors and in commercial settings, there are reasons to believe that strategic …"
4,DL Smith,"Aiming at self-deception: Deflationism, intentionalism, and biological purpose",2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/aiming-at-selfdeception-deflationism-intentionalism-and-biological-purpose/42C71073CAA0FD29DA2263ACEE08D931,"https://scholar.google.com/scholar?cites=16306698778374059171&as_sdt=2005&sciodt=0,5&hl=en",107,3/10/20 11:56,,,,,,,,,4,0.44,4,1,9,"Deflationists about self-deception understand self-deception as the outcome of biased information processing, but in doing so, they lose the normative distinction between self-deception and wishful thinking. Von Hippel & Trivers (VH&T) advocate a deflationist …"
4,IG Johnson,Nurses' emotions and oral care for hospitalised adults,2013,,orca.cf.ac.uk,http://orca.cf.ac.uk/id/eprint/59367,"https://scholar.google.com/scholar?cites=4321932593216039660&as_sdt=2005&sciodt=0,5&hl=en",108,3/10/20 11:56,,,,,,,,,4,0.57,4,1,7,Background: It is reported that hospitalised adults require daily oral care to prevent respiratory infections and maintain oral health but patient oral health declines in hospital. Enhancing knowledge and attitudes has not proven effective for changing behaviours or …
4,SJ Heine,Evolutionary explanations need to account for cultural variation,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/evolutionary-explanations-need-to-account-for-cultural-variation/EBA10B1B3005D8E9BD30F43ACF770877,"https://scholar.google.com/scholar?cites=10184901906845156782&as_sdt=2005&sciodt=0,5&hl=en",109,3/10/20 11:56,,,,,,,,,4,0.44,4,1,9,Cultural variability in self-enhancement is far more pronounced than the authors suggest; the sum of the evidence does not show that East Asians self-enhance in different domains from Westerners. Incorporating this cultural variation suggests a different way of …
5,"S Kim, VP Magnini",Prompting restaurant diners to eat healthy: Atmospheric and menu-related factors,2016,Journal of Foodservice Business Research,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/15378020.2016.1175897,"https://scholar.google.com/scholar?cites=12536328104581118774&as_sdt=2005&sciodt=0,5&hl=en",110,3/10/20 11:56,,,,,,,,,5,1.25,3,2,4,"The current high obesity rates in developed countries have many negative consequences both at individual and societal levels. Drawing upon streams of research from diverse disciplines, this conceptual article offers a number of strategies for nudging consumers …"
4,"A Preti, P Miotto","Self-deception, social desirability, and psychopathology",2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/selfdeception-social-desirability-and-psychopathology/813F7BC3C7DB6858C49F7A3378F89B25,"https://scholar.google.com/scholar?cites=11152614342286016805&as_sdt=2005&sciodt=0,5&hl=en",111,3/10/20 11:56,,,,,,,,,4,0.44,2,2,9,"Social desirability can be conceived as a proxy for self-deception, as it involves a positive attribution side and a denial side. People with mental disorders have lower scores on measures of social desirability, which could depend on cognitive load caused by symptoms …"
4,"NJS Christenfeld, G Mandler",Emotion,2012,Handbook of Psychology …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781118133880.hop201010,"https://scholar.google.com/scholar?cites=13301069280309479121&as_sdt=2005&sciodt=0,5&hl=en",112,3/10/20 11:56,,,,,,,,,4,0.5,2,2,8,"There have been roughly as many theories of emotion as there have been people thinking about the topic. Despite several millennia of investigation, there is still little agreement about what constitutes an emotion, how many emotions there are, and whether such a number is …"
8,"李宏翰, 于娟",道德自我受胁及其应对机制,2013,广西师范大学学报: 哲学社会科学版,paper.edu.cn,http://www.paper.edu.cn/download/downpdf/qk/OUDGUFyQORDVQIxeQ,"https://scholar.google.com/scholar?cites=3397695001437827900&as_sdt=2005&sciodt=0,5&hl=en",113,3/10/20 11:56,PDF,,,,,,,,8,1.14,4,2,7,"道德自我是近年来道德心理学研究的一个焦点问题. 个体的不道德行为会对其道德自我意象构成威胁, 这种情形即为道德自我受胁. 处于道德自我受胁的个体, 通常会采取各种方式缓解或消除受胁状态. 道德自我受胁的启动范式有四种: 行为回忆启动范式, 行为想象启动范式 …"
3,LC Egan,Self-deception is adaptive in itself,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/selfdeception-is-adaptive-in-itself/136F002DFDE90FC6B79158C54A15B83F,"https://scholar.google.com/scholar?cites=16080767708439747694&as_sdt=2005&sciodt=0,5&hl=en",114,3/10/20 11:56,,,,,,,,,3,0.33,3,1,9,"Von Hippel & Trivers reason that the potential benefits of successfully deceiving others provide a basis for the evolution of self-deception. However, as self-deceptive processes themselves provide considerable adaptive value to an individual, self-deception may have …"
3,A Körner,Psychological Mechanisms in Embodied Cleansing,2015,,opus.bibliothek.uni-wuerzburg.de,https://opus.bibliothek.uni-wuerzburg.de/frontdoor/index/index/docId/11256,"https://scholar.google.com/scholar?cites=12346397424012889691&as_sdt=2005&sciodt=0,5&hl=en",115,3/10/20 11:56,,,,,,,,,3,0.6,3,1,5,I feel myself deeply indebted to many people who helped and supported me during the last years. Most directly supporting this thesis was Fritz Strack who guided me through finding a topic and pursuing the research in this thesis. At the same time he gave me freedom to …
3,E Fridland,Reviewing the logic of self-deception,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/reviewing-the-logic-of-selfdeception/4006338A9858F831D03A159CFF049D6E,"https://scholar.google.com/scholar?cites=2944836868085030521&as_sdt=2005&sciodt=0,5&hl=en",116,3/10/20 11:56,,,,,,,,,3,0.33,3,1,9,I argue that framing the issue of motivated belief formation and its subsequent social gains in the language of self-deception raises logical difficulties. Two such difficulties are that (1) in trying to provide an evolutionary motive for viewing self-deception as a mechanism to …
3,G Tsakiridis,Guilt and the Science of Emotion: How Does Prayer Fit?,2013,Zygon®,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/zygo.12048,"https://scholar.google.com/scholar?cites=360670009621698370&as_sdt=2005&sciodt=0,5&hl=en",117,3/10/20 11:56,,,,,,,,,3,0.43,3,1,7,"This article engages sources regarding evolutionary development of guilt (Richard Joyce's The Evolution of Morality, Jesse Prinz's Gut Reactions, and others) and how they can be used to dialogue with material on the alleviation of guilt in the Christian tradition using …"
4,"B Overschmidt, AA Qureshi, RP Parikh…",A Prospective Evaluation of Three-Dimensional Image Simulation: Patient-Reported Outcomes and Mammometrics in Primary Breast Augmentation,2018,Plastic and …,journals.lww.com,https://journals.lww.com/plasreconsurg/Fulltext/2018/08000/A_Prospective_Evaluation_of_Three_Dimensional.11.aspx,"https://scholar.google.com/scholar?cites=13163763289590797812&as_sdt=2005&sciodt=0,5&hl=en",118,3/10/20 11:56,HTML,,,,,,,,4,2,1,4,2,Background: Outcomes in primary breast augmentation depend on careful preoperative planning and clear communication between patient and surgeon. Three-dimensional imaging with computer simulation is an evolving technology with the potential to enhance …
3,"AL Morin, K Yoke, T Lu, SE Brady, CG Lord",The Mother Teresa effect: counterproductive effects of touching an altruist's possessions on charitable giving,2015,Current Psychology,Springer,https://link.springer.com/article/10.1007/s12144-014-9282-x,"https://scholar.google.com/scholar?cites=3532183417640690150&as_sdt=2005&sciodt=0,5&hl=en",119,3/10/20 11:56,HTML,,,,,,,,3,0.6,1,5,5,"Charities that recruit famous humanitarians, or obtain celebrity endorsements, may promote products associated with these altruistic superstars in an effort to increase donations. Previous research supports that “superstar” role models can promote desirable behavior …"
3,"JA Bargh, JY Huang",The evolutionary unconscious: From'selfish genes' to'selfish goals',2014,,psycnet.apa.org,https://psycnet.apa.org/record/2014-19964-002,"https://scholar.google.com/scholar?cites=7727888526482988160&as_sdt=2005&sciodt=0,5&hl=en",120,3/10/20 11:56,,,,,,,,,3,0.5,2,2,6,"The essential theme of Richard Dawkins' profoundly influential work. The Selfish Gene (1976), is that when it gets down to brass tacks, the genes' survival (reproduction) trumps the survival of, the individual host organism. Dawkins describes how every organism is …"
3,DM Buss,Domains of deception,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/domains-of-deception/7102FF2EFCF40E432927E31B8D5C6E5B,"https://scholar.google.com/scholar?cites=13766430546483223441&as_sdt=2005&sciodt=0,5&hl=en",121,3/10/20 11:56,,,,,,,,,3,0.33,3,1,9,"The von Hippel & Trivers theory of self-deception will gain added traction by identifying psychological design features that come into play in different domains of deception. These include the domains of mating, kinship, coalition formation, status hierarchy negotiation …"
3,J Mukina,The influence of Facebook in student consumer decision making,2010,,ujcontent.uj.ac.za,https://ujcontent.uj.ac.za/vital/access/services/Download/uj:4073/CONTENT1,"https://scholar.google.com/scholar?cites=3383398579315428585&as_sdt=2005&sciodt=0,5&hl=en",122,3/10/20 11:56,PDF,,,,,,,,3,0.3,3,1,10,"Has Facebook become a revolutionary medium ofcommunication through which marketers can expect new trends pertaining to decision-making influences to occur? Stokes (2008: 98) describes this type of social media asa virtual platform, where communication is designed to …"
3,SW Gangestad,Understanding self-deception demands a co-evolutionary framework,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/understanding-selfdeception-demands-a-coevolutionary-framework/55D61C3D2C5A26779630095ADD67E557,"https://scholar.google.com/scholar?cites=8641292930380403751&as_sdt=2005&sciodt=0,5&hl=en",123,3/10/20 11:56,,,,,,,,,3,0.33,3,1,9,The foundational theme of the target article is that processes of self-deception occur in a functional context: a social one through which self-deceptive processes enhance fitness by affecting an actor's performances. One essential component of this context not addressed …
5,M Livio,Errores geniales que cambiaron el mundo,2013,,planetadelibros.com.ec,https://www.planetadelibros.com.ec/libros_contenido_extra/28/27333_Errores%20geniales%20que%20cambiaron%20el%20mundo.pdf,"https://scholar.google.com/scholar?cites=18277123912781895395&as_sdt=2005&sciodt=0,5&hl=en",124,3/10/20 11:56,BOOK,,,,,,,,5,0.71,5,1,7,"Los grandes errores, como las grandes cuerdas, suelen estar hechas por un gran número de hebras. Tomad el cable hilo a hilo, tomad por separado todos los pequeños motivos determinantes; los romperéis uno tras otro y exclamaréis:¡ esto no vale nada! Pero si los …"
2,M Reimann,Decision muscles? How choosing more food (despite incentives to eat less) is associated with the brain's cortical thickness.,2018,"Journal of Neuroscience, Psychology, and …",psycnet.apa.org,https://psycnet.apa.org/doiLanding?doi=10.1037/npe0000087,"https://scholar.google.com/scholar?cites=952861666886340248&as_sdt=2005&sciodt=0,5&hl=en",125,3/10/20 11:56,,,,,,,,,2,1,2,1,2,Can the mind be understood as a muscle? Both embodiment theorists and cognitive scientists have proposed that the architecture of the mind is flexible and adaptable. This proposition implies that cognitions can be shaped through repeated bodily actions and …
2,"K Kaspar, C Jahn",Physical cleansing biases recognition performance for (im) moral social issues,2016,Studia Psychologica,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/514b/8d7d90a21d851c193ede71b71baf0014e12b.pdf,"https://scholar.google.com/scholar?cites=14920850945102145413&as_sdt=2005&sciodt=0,5&hl=en",126,3/10/20 11:56,PDF,,,,,,,,2,0.5,1,2,4,"Previous research showed that physical cleansing can affect moral judgements, indicating a functional link between the concepts of physical and moral purity. The act of cleansing one's own hands was also found to influence cognitive processes beyond the moral domain …"
2,KE Lewis,Analysis of the United States' Sugar Industry,2014,,repository.asu.edu,https://repository.asu.edu/attachments/134812/content/Lewis_asu_0010E_13593.pdf,"https://scholar.google.com/scholar?cites=18005997925007877231&as_sdt=2005&sciodt=0,5&hl=en",127,3/10/20 11:56,BOOK,,,,,,,,2,0.33,2,1,6,Unrestricted Mexican exports of sugar into the US is considered the most pressing issue facing the US sugar industry. The goal of this dissertation is to analyze the trade of sugar between Mexico and the US as well as analyze additional primary issues confronting the US …
2,"B Min, I Choi",Heavy-heartedness biases your weight perception,2016,The Journal of social psychology,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/00224545.2015.1129305,"https://scholar.google.com/scholar?cites=3502528575179017715&as_sdt=2005&sciodt=0,5&hl=en",128,3/10/20 11:56,,,,,,,,,2,0.5,1,2,4,"ABSTRACT Heavy-heartedness (light-heartedness), among more than two hundred metaphors related to the heart, indicates negative (positive) affects. Although these metaphors are generally understood rhetorically, this study explores whether there is any …"
2,"P Kramer, P Bressan",Belief in God and in strong government as accidental cognitive by-products,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/belief-in-god-and-in-strong-government-as-accidental-cognitive-byproducts/18A1E260D41FE4524343FB3858437431,"https://scholar.google.com/scholar?cites=7283795376555128833&as_sdt=2005&sciodt=0,5&hl=en",129,3/10/20 11:56,,,,,,,,,2,0.22,1,2,9,Abstract: In this article we argue that self-deception evolved to facilitate interpersonal deception by allowing people to avoid the cues to conscious deception that might reveal deceptive intent. Self-deception has two additional advantages: It eliminates the costly cognitive load that …
2,M Schaefer,Morality and soap in engineers and social scientists: the Macbeth effect interacts with professions,2019,Psychological research,Springer,https://link.springer.com/article/10.1007/s00426-017-0937-8,"https://scholar.google.com/scholar?cites=1567394416165429326&as_sdt=2005&sciodt=0,5&hl=en",130,3/10/20 11:56,HTML,,,,,,,,2,2,2,1,1,"Several studies demonstrate that physical cleansing is actually efficacious to cope with threatened morality, thus demonstrating that physical and moral purity are psychologically interwoven. This so-called Macbeth effect has been explained, for example, by the …"
2,"E Balcetis, Y Granot","Under the Influence and unaware: unconscious processing during encoding, retrieval, and weighting in judgment",2015,The Wiley Blackwell Handbook of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118468333#page=336,"https://scholar.google.com/scholar?cites=10379046146807883472&as_sdt=2005&sciodt=0,5&hl=en",131,3/10/20 11:56,,,,,,,,,2,0.4,1,2,5,"People make a lot of decisions and devote a great deal of time to them. The average American makes over 200 decisions a day just deciding what to eat and drink (Wansink & Sobal, 2007) and many more decisions about things outside of caloric consumption. On …"
2,Y Liang,The effect of cognitive dissonance on the selection of post-decision online reviews: Congeniality bias and refutational perspectives,2014,,search.proquest.com,http://search.proquest.com/openview/9344ed701328711f4f5460ae884f17fd/1?pq-origsite=gscholar&cbl=18750&diss=y,"https://scholar.google.com/scholar?cites=15638423833477079971&as_sdt=2005&sciodt=0,5&hl=en",132,3/10/20 11:56,BOOK,,,,,,,,2,0.33,2,1,6,"Abstract Cognitive dissonance theory (Festinger, 1957; Festinger, 1964) posits that individuals may experience cognitive dissonance after they make a decision, and cognitive dissonance is heightened when the decision is important. Individuals may reduce their …"
3,"张凤华, 叶红燕",“洗” 出来的效应: 清洁启动对道德判断作用方向不同的影响因素探析,2016,心理科学,psysci.org,http://www.psysci.org/CN/article/downloadArticleFile.do?attachType=PDF&id=9744,"https://scholar.google.com/scholar?cites=15438369553067854159&as_sdt=2005&sciodt=0,5&hl=en",133,3/10/20 11:56,PDF,,,,,,,,3,0.75,2,2,4,"摘要“身体清洁与道德洁净” 的隐喻联系被广泛应用于现实生活中. 基于清洁启动与道德判断的关联性研究, 身体清洁与道德判断存在两个不同的作用方向, 即清洁启动之后是更为严苛还是更为宽松. 文章从清洁启动对道德判断作用方向不同的影响因素出发, 探讨和分析了以下5 …"
3,"夏天生, 徐雪梅, 李贺, 俞梦霞, 莫雷","洗掉不愉快的经历, 留住幸福的时刻——回忆情绪事件对人们清洗/保留倾向的影响",2018,心理科学,psysci.org,http://www.psysci.org/CN/article/downloadArticleFile.do?attachType=PDF&id=10054,"https://scholar.google.com/scholar?cites=13874532592155244205&as_sdt=2005&sciodt=0,5&hl=en",134,3/10/20 11:56,PDF,,,,,,,,3,1.5,1,5,2,"摘要基于道德与清洗的联系, 我们假设, 人们可能在经历非道德范畴的负效价事件后也会引发出“清洗” 的倾向, 而在经历正效价事件后则会引发“保留” 的倾向. 三个实验来验证这个假设, 结果表明, 被试在回忆道德或非道德范畴的负效价事件时, 都会更多地选择具有清洗功能的物品 …"
2,М Ливио,"От Дарвина до Эйнштейна. Величайшие ошибки гениальных ученых, которые изменили наше понимание жизни и вселенной",2018,,books.google.com,https://books.google.com/books?hl=en&lr=&id=LvAZCAAAQBAJ&oi=fnd&pg=PT3&ots=f6M2sCvqQi&sig=6NOqOZ45j955l7EvaUeHwGeyedk,"https://scholar.google.com/scholar?cites=2878896311309020864&as_sdt=2005&sciodt=0,5&hl=en",135,3/10/20 11:56,BOOK,,,,,,,,2,1,2,1,2,"Эта книга–блестящее подтверждение вечной истины «не ошибается только тот, кто ничего не делает»! Человеку свойственно ошибаться, а великие умы совершают подлинно великие ошибки. Американский астрофизик Марио Ливио решил …"
2,M Livio,Fabuleuses erreurs. De Darwin à Einstein,2017,,Cnrs,,"https://scholar.google.com/scholar?cites=9014663642483545629&as_sdt=2005&sciodt=0,5&hl=en",136,3/10/20 11:56,CITATION,,,,,,,,2,0.67,2,1,3,
4,SC YAN,Physical cleanliness and morality,2011,Advances in Psychological Science,journal.psych.ac.cn,http://journal.psych.ac.cn/xlkxjz/EN/abstract/abstract1989.shtml,"https://scholar.google.com/scholar?cites=5197306421237330946&as_sdt=2005&sciodt=0,5&hl=en",137,3/10/20 11:56,,,,,,,,,4,0.44,4,1,9,"The metaphor “cleanliness is next to godliness” widely exists in cultural and religious fields. Several recent empirical studies have suggested that physical cleanliness relieves one's immoral emotions, and a clean self enhances one's moral self image and can render harsh …"
2,G Frazzetto,Waarom we voelen wat we voelen: wat hersenwetenschap ons wel en niet kan vertellen over onze emoties,2014,,Atlas Contact,,"https://scholar.google.com/scholar?cites=12187359932031684753&as_sdt=2005&sciodt=0,5&hl=en",138,3/10/20 11:56,CITATION,,,,,,,,2,0.33,2,1,6,
2,"정윤진, 이형철, 김신우",청결 욕구와 도덕적 판단의 관계,2015,감성과학,db.koreascholar.com,http://db.koreascholar.com/article?code=315466,"https://scholar.google.com/scholar?cites=12225635497239832173&as_sdt=2005&sciodt=0,5&hl=en",139,3/10/20 11:56,,,,,,,,,2,0.4,1,3,5,"Past experimental research reported that people become stricter in moral judgements when cleanlinessrelated concepts are activated. However, it is not clear whether pre-experimental individual differences in cleanliness desire is also related to moral judgment. This research …"
1,GT Griffing,Why don't doctors wash their hands?,2012,Journal of the American Medical Directors Association,jamda.com,https://www.jamda.com/article/S1525-8610(12)00162-4/abstract,"https://scholar.google.com/scholar?cites=12042889969927200240&as_sdt=2005&sciodt=0,5&hl=en",140,3/10/20 11:56,,,,,,,,,1,0.13,1,1,8,"Have you ever left a patient's room feeling a little less confident of the diagnosis than you had been a few minutes earlier at the bedside? If so, did you realize that washing your hands may be responsible for that loss of diagnostic certainty? At least that is what was …"
1,S Harnad,Deceiving ourselves about self-deception,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/deceiving-ourselves-about-selfdeception/60154E6BE325D06969FF5DC44F8699CB,"https://scholar.google.com/scholar?cites=13877535875403289211&as_sdt=2005&sciodt=0,5&hl=en",141,3/10/20 11:56,,,,,,,,,1,0.11,1,1,9,"Were we just the Darwinian adaptive survival/reproduction machines von Hippel & Trivers invoke to explain us, the self-deception problem would not only be simpler, but also nonexistent. Why would unconscious robots bother to misinform themselves so as to …"
1,"K Kaspar, S Cames",Cognitions about bodily purity attenuate stress perception,2016,Scientific reports,nature.com,https://www.nature.com/articles/srep38829,"https://scholar.google.com/scholar?cites=13785035134805673975&as_sdt=2005&sciodt=0,5&hl=en",142,3/10/20 11:56,HTML,,,,,,,,1,0.25,1,2,4,"Based on the assumption that physical purity is associated with a clean slate impression, we examined how cognitions about bodily cleanliness modulate stress perception. Participants visualized themselves in a clean or dirty state before reporting the frequency of stress …"
1,K Frankish,"Conscious thinking, acceptance, and self-deception",2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/conscious-thinking-acceptance-and-selfdeception/A9AD27A28C337D9D351758B2690CA364,"https://scholar.google.com/scholar?cites=4828284703386989147&as_sdt=2005&sciodt=0,5&hl=en",143,3/10/20 11:56,,,,,,,,,1,0.11,1,1,9,"This commentary describes another variety of self-deception, highly relevant to von Hippel & Trivers's (VH&T's) project. Drawing on dual-process theories, I propose that conscious thinking is a voluntary activity motivated by metacognitive attitudes, and that our choice of …"
1,"SWS Lee, N Schwarz",Methodological deviation from the original experiment,2018,Nature human behaviour,nature.com,https://www.nature.com/articles/s41562-018-0403-7.pdf?origin=ppub,"https://scholar.google.com/scholar?cites=8719131989885957660&as_sdt=2005&sciodt=0,5&hl=en",144,3/10/20 11:56,PDF,,,,,,,,1,0.5,1,2,2,"To the Editor—We applaud the Social Sciences Replication Project (SSRP) team's 1 effort in replicating multiple experiments, including ours, and appreciate their communication throughout the process. This Correspondence addresses a methodological deviation of the …"
1,KA Cerulo,"Embodied Cognition: Sociology's Role in Bridging Mind, Brain and Body",2019,The Oxford Handbook of Cognitive Sociology,academia.edu,https://www.academia.edu/download/47191197/Cerulo_Final_Draft_Embodied_Cognition.pdf,"https://scholar.google.com/scholar?cites=17966964694713286574&as_sdt=2005&sciodt=0,5&hl=en",145,3/10/20 11:56,PDF,,,,,,,,1,1,1,1,1,"In this chapter, I explore the roots of embodied cognition theory and I trace its rather recent entry into the sociological literature. I also summarize the limited yet important sociological empirical work informed by embodied cognition theory and touch on the methodological …"
1,JV Manzanares,Cognitive Linguistics and the Law,2014,Anuari de filologia. Estudis de lingüística,revistes.ub.edu,http://revistes.ub.edu/index.php/AFEL/article/view/11203,"https://scholar.google.com/scholar?cites=8851153890482353367&as_sdt=2005&sciodt=0,5&hl=en",146,3/10/20 11:56,,,,,,,,,1,0.17,1,1,6,"Cognitive Linguistics (CL) believes that the study of language can be informative with regards to human thought processes. If language is built on top of more basic, non-‐‑linguistic cognitive skills, then some of the mechanisms behind language must surely also …"
1,"S Yoon, N Fong",Uninformative anchors have persistent effects on valuation judgments,2019,Journal of Consumer Psychology,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcpy.1091,"https://scholar.google.com/scholar?cites=8695260141157036550&as_sdt=2005&sciodt=0,5&hl=en",147,3/10/20 11:56,,,,,,,,,1,1,1,2,1,"Anchoring effects influence a wide range of numeric judgments, including valuation judgments, such as willingness‐to‐pay (WTP). However, prior research has not established whether anchoring only temporarily distorts responses or exerts persistent influence on …"
1,KR Peters,Carving cognition at its joints: Insights from the interaction between explicit and implicit social cognition,2011,,ir.lib.uwo.ca,https://ir.lib.uwo.ca/etd/182/,"https://scholar.google.com/scholar?cites=16022095308800839267&as_sdt=2005&sciodt=0,5&hl=en",148,3/10/20 11:56,,,,,,,,,1,0.11,1,1,9,"The distinction of cognition into kinds of cognitive process has proven theoretically fruitful and empirically compelling, but there remain significant challenges in deciding how best to carve cognition. First, it is unclear how to design measurement procedures that select …"
2,KT Poon,Do you reap what you sow? The effect of cyberostracism on moral impurity,2019,Basic and applied social psychology,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/01973533.2019.1585353,"https://scholar.google.com/scholar?cites=18297791702482712435&as_sdt=2005&sciodt=0,5&hl=en",149,3/10/20 11:56,,,,,,,,,2,2,2,1,1,"Two experiments tested whether cyberostracism increases people's perceived moral impurity and their tendency to purchase cleansing products. In both experiments, participants were first either ostracized or included in a web-based social interaction. Next …"
1,JH Hsu,Of morals and scents: How consumers' physical sensation of cleanliness affects their evaluations of green products,2015,,etheses.whiterose.ac.uk,http://etheses.whiterose.ac.uk/10516/,"https://scholar.google.com/scholar?cites=10687121689308511632&as_sdt=2005&sciodt=0,5&hl=en",150,3/10/20 11:56,,,,,,,,,1,0.2,1,1,5,"In this research, the researcher examines the capability of consumers' physical sensation of cleanliness in influencing their subsequent green product evaluation in line with the embodied cognition paradigm. According to the literature, there are two possible cognitive …"
1,A Troisi,Deception through self-deception: Take a look at somatoform disorders,2011,Behavioral and Brain Sciences,cambridge.org,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/deception-through-selfdeception-take-a-look-at-somatoform-disorders/F4670E2B2D1C17ECC44FF63FAEE3D846,"https://scholar.google.com/scholar?cites=947190280953989387&as_sdt=2005&sciodt=0,5&hl=en",151,3/10/20 11:56,,,,,,,,,1,0.11,1,1,9,Patients with physical symptoms for which no organic cause can be found are distributed along a continuum of disease simulation that ranges from a sincere belief of having a serious disease to intentional presentation of false symptoms. The evolutionary hypothesis …
