id,sentence,是否在转述结论(1/0),确定性打分(0/0.25/0.5/0.75/1),"备注(可空,拿不准时写?并简述)"
A076,"Indeed, people depend on a speaker’s identity as a member of the in-group or an out-group to assess the meaning and intent of a message, with the result that the same statement is interpreted very differently on the basis of who issues it (Ditto and Mastronarde 2009; Monin and Miller 2001).",,,
A020,"The utility of the leisure or work domain is improved when individuals possess a higher preference for that domain (Ifcher & Zarghamee, 2011).",,,
A227,"The noises will expose the ZD strategy player to uncertainty and risk, however, it is still possible for him to set the opponent’s payoff to a fixed value, or to extort the opponent.",,,
A218,"…function of aiding task performance, an example being participants reporting a greater preference for engaging in activities to generate anger rather than engaging in exciting or neutral tasks if they think they will subsequently be engaging in a confrontational task (Tamir et al., 2008).",,,
A275,"Research has demonstrated that people exhibit a strong tendency to retain obtained power (Fehr et al., 2013)— a tendency that strongly increases with individuals’ increasing degree of loss aversion.",,,
A056,"…options when alternatives are presented in the domain of gains, and risk-seeking options when alternatives are presented in terms of losses (Tversky & Kahneman, 1981); that is, whether the options in a decision scenario emphasize the positive or negative aspects of the problem influences a…",,,
A158,"…at recalling context-specific episodic details about a past event (e.g., specific details about a location) with a relative preservation in recalling semantic and general event details (e.g., what happened during the recalled event; Addis et al., 2008; Levine et al., 2002; Peters et al., 2019).",,,
A294,"The stereotype threat —‘ the shared belief that the group you represent is not good at a speci ﬁ c task will increase anxiety around that task ’— acts as a glass ceiling preventing female excellence, interest, or both, in STEM ﬁ elds (Kiefer and Sekaquaptewa, 2007; Nosek et al., 2002; Spencer et al., 2016; Steele, 1997).",,,
A357,"Theoretical explanations for an incomplete ERPT can be found in a seminal paper by Dornbusch (1987). In this paper, he presents a model which explains the extent of ERPT by, for example, product substitutability or the degree of competition prevailing in the market. While Dornbusch (1987) attributes an incomplete ERPT to micro-economic determinants, Taylor (2000) argues that the recent decline in pass-through is due to the decline in overall inflation.",,,
A045,"The asset market featurs a dividend-bearing asset with decreasing fundamental value over ten trading periods in a continuous double-auction market design with open order books, following Kirchler et al. (2012).",,,
A352,"Our ﬁ ndings are also consistent with those in the existing literature on happiness and time preferences (Ifcher & Zarghamee, 2011; Kliger & Levy, 2003).",,,
A184,"…seems that there is indeed a neural basis for the behavioral research showing that perception of variable cues like race is inﬂuenced by emotional expression and vice versa (Elfenbein and Ambady, 2003; Hugenberg and Bodenhausen, 2003, 2004; Ackerman et al., 2006; Richeson and Trawalter, 2008).",,,
A043,"Ask a crowd, rather than a pair, and the average is often close to the truth. . . . [Vul and Pashler (2008) have even found that] two guesses made by the same person at different times are also better than one. . . . [T]he brain is constantly creating hypotheses about the world and checking them…",,,
A213,"Survey Practice 1 Introduction Research from the 1940s onward has shown that respondents more often answer ""no"" or ""disagree"" to negative questions than ""yes"" or ""agree"" to positive ones (e.g., Rugg 1941).",,,
A243,"This ensured greater vividness and richer contextual cues of the imagined situation to enhance the effect of imagined contact (Husnu & Crisp, 2010).",,,
A022,"Assuming the answer is not suitable, people contemplate other estimates, but only after carefully considering many attributes of the anchor, stressing similarities rather than differences between the anchor and the task (Jacowitz and Kahneman, 1995).",,,
A364,"In related examples, Fehr and Gächter (2000) and Gächter, Renner, and Sefton (2008) find that high contributors incur costs to punish free riders and thereby to promote cooperation, when the contributions of each group member is accurately shown to the others at no cost, but Grechenig, Nicklisch, and Thöni (2010) and Ambrus and Greiner (2012) find large increases in “misdirected” punishment which result in less or even negative effects of punishment opportunities on cooperation, when similar interactions occur under imperfect observability. The present paper addresses the challenge that imperfect and costly information poses for cooperative self-governance by introducing a natural extension to the experimental literature: the incorporation of a costly monitoring option. Put differently, we endogenize the imperfectness of information by letting the agents concerned improve their information’s accuracy, should they be willing to incur the requisite cost. The message of Grechenig et al. (2010) and Ambrus and Greiner (2012) might appear to be summarized by the phrase “punishment despite reasonable doubt,” which suggests that agents in their social dilemma experiments who were offered the opportunity to engage in peer punishment based on information known to be frequently inaccurate, were not especially reticent about punishing one another although they might be punishing a fellow cooperator when attempting to enforce cooperation.",,,
A186,"…social categorization Received 6/7/10; Revision accepted 8/19/10 importance can be represented with sensory feedback from holding heavy or light objects (Jostmann et al., 2009), the concept of gender might be represented through sensory feedback from handling hard (tough) or soft (tender) objects.",,,
A353,"The psychological closeness is posited to serve a self-enhancement function, as positive events are generally experienced as psychologically closer than negative events (Ross & Wilson, 2002).",,,
A153,"Thus, collective punishment may restore relatively high levels of welfare in a noisy environment where standard punishment does not work as well as in the noiseless case (see also Ambrus and Greiner (2012) or Fischer, Grechenig, and Meier (2016)).",,,
A059,"13 Furthermore, attentional bias toward outgroup members is also moderated the motivation to respond without prejudice to Black individuals (Bean et al., 2012; Richeson & Trawalter, 2008).",,,
A283,"These results confirmed those of previous studies (Addis et al., 2008; Gaesser et al., 2011; Levine et al., 2002; Madore et al., 2014) and supported our first hypothesis, H1, which validated the adapted AI in a Chinese sample.",,,
A037,"This difference in response behavior of 23 percentage points is nearly identical to the 21.3 percentage points observed in the first study with the same experimental design (Schwarz et al., 1985).",,,
A310,…goods (Akerlof 1970; Darby and Karni 1973; Grosskopf and Sarin 2010; Dulleck et al. 2011; Mimra et al. 2013); the influence of competition (Dulleck et al. 2011; Mimra et al. 2013); the possibility for second-opinion (Wolinsky 1993; Mimra et al. 2014). problem is common knowledge and given…,,,
A340,"Negative events are remembered as being more distant in subjective time than positive events (e.g., Ross & Wilson, 2002, 2003), suggesting that positive memories are kept closer and thus more relevant to the current self than negative memories (Wilson & Ross, 2003).",,,
A189,"Additionally, Bitcoin investors’ higher NS and lower CO scores were the same as gamblers’ TCI profiles (Janiri et al., 2007), reflecting their gambling tendencies.",,,
A138,"While previous studies used the average reported position as a representation of a single process (Botella et al., 2001; Vul et al., 2008), it is likely that pre-target reports and post-target reports depend on separate attentional processes (Zivony & Eimer, 2023).",,,
A303,"We focused on the context of playing an aggressive computer game because previous research on instrumental anger regulation has frequently used this context (e.g., Netzer, Van Kleef, et al., 2015; Niven et al., 2019; Tamir et al., 2008).",,,
A343,"Despite the existence of this psychological disincentive (Dulleck et al., 2011), several studies have shown that this problem is becoming less and less relevant thanks to more information that customers have because of successful environmental labelling policies.",,,
A164,"Time is an abstract construct, and its perception is based on using space as a known concept placed in the source domain of the time– space metaphor (Boroditsky, 2000; Lakoff & Johnson, 1999).",,,
A042,"In Dulleck et al. (2011) – the study on the impact of liability and verifiability on the performance of credence goods markets – we also had an experimental condition where sellers were identifiable for buyers, allowing the latter to keep track of their experiences with a given seller.",,,
A065,"…self-controlled behavior in a variety of domains (DeWall, Baumeister, Gailliot, & Maner, 2008; Dvorak & Simons, 2009; Gailliot et al., 2007; Masicampo & Baumeister, 2008), although the exact mechanism remains enthusiastically debated (Beedie & Lane, 2012; Hagger & Chatzisarantis, 2013;…",,,
A086,"…biases such as the gambler’s fallacy and the hot hand belief (Tversky and Kahneman 1971; Tversky and Kahneman 1974; Wagenaar 1972; Gilovich, Vallone, and Tversky 1985; Budescu 1987; Falk and Konold 1997; Nickerson 2002; Oppenheimer and Monin 2009; Sun and Wang 2010a, 2010b; Sun et al. 2015).",,,
A225,This explanation is consistent with previous experimental work on flag effects (Carter et al. 2011).,,,
A271,"In a variant of this task, Roelofs (2008) measured not only vocal response latencies, but also eye movements.",,,
A326,"Based on American respondents, Ifcher and Zarghamee (2011), conducted an experiment and verified that American people tend to concentrate more on future value rather than present value when they are in relatively positive moods.",,,
A170,"…used 90 percent of the personal maximum investment volume as our anchor value: The personalized anchor was rounded off to hundreds to avoid concurrent adjustment effects due to the different precision of different anchors, as more precise anchors lead to less adjustment (Janiszewski and Uy, 2008).",,,
A235,"For example, individuals with high self-esteem perceive their past successes to be closer than their past failures, regardless of the actual lapsed time from the experience, whereas individuals with low self-esteem do not exhibit this pattern (Ross & Wilson, 2002).",,,
A319,"According to message framing theory [16], using a gain-frame should optimize the persuasiveness of physical activity messages.",,,
A049,"In contrast, according to the word-order hypothesis (Janssen et al., 2008), nontarget concepts should activate their phonology irrespective of the object’s identity or property, but this activation is modulated by the linear relationship between words.",,,
A339,This is consistent with the findings of Fehr et al. (2013) who study the motivation and incentive effects of authority and conclude that principals often retain authority even when its delegation is in their material interest.,,,
A300,"Previous studies suggested that the specificity and number of internal details for autobiographical memory and EFT decreased with age (Addis et al., 2008), therefore, age of participants might affect the intervention effect on EFT.",,,
A053,"However, deferred compensation contracts are more readily applicable to working environments where monitoring productivity is prohibitively costly (Huck et al., 2011).",,,
A366,"Jacowitz and Kahneman (1995), who also find higher anchors to be more effective.",,,
A268,"Furthermore, cooperation is significantly higher without errors compared to the case with errors where intentions are implicit (Fudenberg et al. 2012). observed in the absence of errors; in particular in both cases most subjects condition only on play in previous period.",,,
A040,"A laggard, on the other hand, may work harder to preserve pride and avoid the embarrassment or shame of being in last place (Eriksson et al. 2009, Kuziemko et al. 2014).",,,
A141,"The researchers were taking advantage of previous findings that showed disfluency leading to greater depth of processing (Alter, Oppenheimer, Epley, & Eyre, 2007), more abstract thinking (Alter & Oppenheimer, 2008), and better comprehension (Corley, MacGregor, & Donaldson, 2007).",,,
A152,"…been found to rate more highly in the personality trait of self-transcendence (Bouso et al., 2012; Jiménez-Garrido et al., 2020), which is linked to an expansion of personal boundaries to encompass that which is greater than the self, and is strongly related to openness (De Fruyt et al., 2000).",,,
A085,"Two major points of criticism are its alleged lack of realism (Oechssler, 2010) and the confusion the declining fundamental value trajectory appears to cause among subjects (Kirchler et al., 2012).",,,
A341,"…research found that women showed less identification with math and science relative to arts and languages on both explicit and implicit measures (Nosek et al., 2002; Nosek & Smyth, 2011), the current study qualifies such findings by demonstrating that implicit associations between the self and…",,,
A096,"Hence, when people feel that they are acting morally — having a lower impact on the environment than ‘permitted’ — they believe they are in moral credit, allowing them the freedom to engage in certain behaviours (Monin & Miller, 2001), in this case, harmful to the environment.",,,
A032,"For example, the number of internal details in EFT has been found to correlate with individuals’ digit span backward (Addis et al., 2008), and with performance in the listening span test, a task requiring to listen to a list of sentences and recall the last word of each sentence in the list…",,,
A297,"This ordered information includes time or future events (Boroditsky, 2000; Tillman, Tulagan, Fukuda, & Barner, 2018), magnitudes of power (Schubert, 2005), months of the year, letters of the alphabet (Gevers, Reynvoet, & Fias, 2003), pitches of sound (Rusconi, Kwan, Giordano, Umilta, & Butterworth, 2006), newly ordered sequences of random words (Previtali, de Hevia, &",,,
A026,"6 Due to the ‘wording effect’ (that survey participants prefer to express agreement over disagreement with statements), well-known in the literature of survey methodology (Holleman, 1999; Rugg, 1941), the data remain incomparable, even if the scale is reversed.",,,
A033,"Prior research has shown that a stationary fundamental value process is conducive to greater participant understanding (Kirchler et al., 2012) and we believe that the first two periods are helpful in promoting subject understanding.",,,
A358,"In adult samples, extensive work has demonstrated that White people harbor concerns about appearing to others as prejudiced (Plant & Devine, 1998; Richeson & Trawalter, 2008), and this may affect the extent to which they respond honestly on self-reported surveys about race (i.e., social…",,,
A094,"This matches the research found in the literature, highlighting how implicit biases are shaped and thereby reinforced by implicit and explicit messaging of role congruity (Callahan & Nicholas, 2019; Nosek et al., 2002).",,,
A295,"…Kranton (2000), examines the implications of identity in economics (see Chen and Li 2009; Benjamin et al. 2010; Bénabou and Tirole 2011; Chen and Chen 2011; Shayo and Zussman 2011; Lindqvist and Östling 2013; Bertrand et al. 2015; Cassan 2015; Holm 2016; Kranton and Sanders 2017; Besley and…",,,
A140,"(Rugg, 1941) – can significantly impact opinions.",,,
A260,"Unikanie szkody koreluje pozytywnie z neurotyzmem, cechą osobowości wyrażającą się skłonnością do popadania w stany lękowe, odczuwania negatywnych stanów afektywnych oraz niską odpornością na stres [52].",,,
A306,"…(i.e., those that are more psychologically closer to us) are represented in a more specific and concrete way (i.e., lowlevel construals; e.g., Alter & Oppenheimer, 2008; Fujita, Henderson, Eng, Trope, & Liberman, 2006; Liberman et al., 2007; Liberman & Trope, 2008; Todorov, Goren, & Trope,…",,,
A199,"…like clinical simulation videos significantly enhances traditional MCQ examinations by enabling the assessment of resident physicians’ ability to integrate verbal and non-verbal information, thereby replicating real-world clinical scenarios, and improving the assessment of clinical competence [24].",,,
A066,"Near and distant neighbors were defined based on cosine similarity between feature vectors, as in Mirman and Magnuson (2008), with near neighbors defined as having cosine greater than 0.4 and distant neighbors defined as having cosine greater than 0.0 and less than 0.25.",,,
A254,"The finding that the semantic properties of task-irrelevant sound can influence performance on a later task, without disrupting concurrent task performance, gels with the interference-by-process account (Jones & Trem-blay, 2000; Marsh et al., 2008, 2009; Meng et al., 2020).",,,
A263,"Additionally, the results were specific to weight judgments; the metaphor inductions did not influence other conceptually-related judgments (i.e., popularity of the book, a proxy for importance; see Jostmann et al., 2009).",,,
A083,"In the oligopoly version, however, other equilibria can arise where some sellers offer high quality in early rounds and are rewarded for that by buyers who pick them rather than others at the end of the game and buy at a price of p = 40 (see Dulleck et al. 2011, p. 538 for a similar construction).",,,
A050,"In contrast, people who are motivated to confront another want to increase their anger (Tamir & Ford, 2012a; Tamir et al., 2008).",,,
A079,"According to these accounts, deliberative processes are assumed to be activated to monitor and correct irrational automatic processes that are prone to errors (Kahneman, 2003; Masicampo and Baumeister, 2008).",,,
A193,"Framing effects, identified by Tversky and Kahneman (1981), occur when two choice problems that are logically equivalent elicit different choices due to subtle changes in language.",,,
A064,"…recent experiments with simple repeated games, such as a repeated prisoner’s dilemma, show that cooperation can occur once the discount factor, δ, exceeds important thresholds (Blonski et al. 2011; Dal Bó and Fréchette 2011b; Fudenberg et al. 2012; Breitmoser 2015; Dal Bó and Fréchette 2018b).",,,
A055,"Centroid looking as observed with stable scenes (Fehd & Seiffert, 2008; Zelinsky & Neider, 2008) was replicated in the present experiment with scenes undergoing abrupt viewpoint changes.",,,
A030,"Rugg (1941) found that respondents were more likely to support freedom of speech when the question was worded with the verb 'forbid', than when it was worded using the verb 'allow' – resulting in a difference of 21% between answers to two questions that are generally considered to be logically…",,,
A091,There was no interaction between scene size and the delay interval between scenes in Experiments 1 and 3 of this study: Demany et al. (2008) also failed to find an interaction between scene size and the delay interval between scenes in several auditory change detection experiments.,,,
A202,"Usually, healthy subjects tend to retrieve positive memories in field perspective in order to maintain a positive view of the current self ( Ross & Wilson, 2002;  Wilson & Ross, 2003).",,,
A223,"Masicampo and Baumeister (2008) found that a sugar drink reduced reliance upon heuristic (rather than effortful) processing amongst depleted participants, while Gailliot, Peruche, Plant, and Baumeister (2009) found that drinking a glucose drink (rather than a non-glucose placebo drink) reduced…",,,
A281,"…in parallel over arrays of items (Chong & Treisman, 2003; Corbett & Oriet, 2011; Utochkin & Tiurina, 2014), and that ensemble representations come at the expense of information about individual items within the array (Alvarez & Oliva, 2008; Ariely, 2001; Corbett & Oriet, 2011; Parkes et al., 2001).",,,
A320,"At a metaphoric level, because weight is associated with importance in the grounded cognition literature (Jostmann, Lakens, and Schubert 2009), it would be interesting to examine the effects of the visual element of stability on importance judgments.",,,
A191,"Subsequent research has shown that anchoring effects occur in a wide variety of contexts, including assessing real estate values (Northcraft and Neale 1987), estimating average car prices (Englich 2008), judging truthfulness in lie detection (Zuckerman et al. 1984), estimating the height of Hummer SUVs (Janiszewski and Uy 2008), predicting spouses’ behavior (Davis et al. 1986), and even making criminal sentencing decisions (Englich et al. 2006).",,,
A296,"Abrupt changes of the display holding the objects shift retinocentric coordinates, which usually results in lower tracking performance (Huff et al., 2009; Seiffert, 2005).",,,
A222,Kuziemko et al. (2014) find exactly this pattern in survey data: Americans making between US$7.26 and US$8.25 are the least likely to support increasing the current minimum wage of US$7.25.,,,
A264,Balancing occurs when people switch between pursuit of different goals over time (Fishbach & Dhar 2005); a licensing effect describes situations in which past behavior excuses actions that would otherwise generate negative attributions for the self (Monin & Miller 2001).,,,
A010,"In many product categories heavier artifacts are considered more valuable [14], important and serious [10].",,,
A312,"For instance, research indicates that suppressing emotional responses (to both funny and sad video clips) leads to reduced performance at subsequently solving cognitive demanding tasks requiring self-control, such as anagrams (Baumeister et al., 1998) and Stroop tasks (Inzlicht & Gutsell, 2007).",,,
