id,sentence,是否在转述结论(1/0),确定性打分(0/0.25/0.5/0.75/1),备注
C3454,"Previous studies (e.g., Estes et al., 2008) showed that object words (eagle), despite being presented at the centre of the screen, may trigger the THE QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY, 2010, 63 (5) 937 perceptual simulation of its typical location (top) and orient participants’…",,,
C3455,"For example, people routinely use spatial relations to understand time (Boroditsky, 2000; Casasanto & Boroditsky, 2008).",,,
C3456,"Having di¤erent designs, some report price bubbles for at fundamental value markets (Caginalp et al., 1998[7]; Noussair et al., 2001[35]; Bostian et al., 2006[3]) whereas others indicate price convergence (Kirchler et al., 2012[30]; Huber et al., 2012[26]).",,,
C3457,"Storm, Bjork, and Bjork (2008) tested, and found support for, an unintuitive prediction derived from assumptions of Bjork and Bjork’s (1992) New Theory of Disuse; namely, that reexposing both Rp and Nrp items following retrieval practice can eliminate*or even reverse*retrieval-induced forgetting…",,,
C3458,"As such, interactions in bilingual contexts may call upon general conflict-monitoring and goal-orienting abilities (Colzato et al., 2008; Costa et al., 2009; Hernández et al., 2013), leading to general executive function advantages (see Bialystok et al.",,,
C3459,"People are prone to accept sample evidence at face value (Fiedler 2008), and such behavior may be automatic.",,,
C3460,"Nonverbal pride is reliably recognized by children at least as young as 4 years old (Tracy et al., 2005), and cross-culturally including highly isolated cultural groups (Tracy & Robins, 2008 ; Tracy et al., 2013).",,,
C3461,"For example, appraisals of goal-congruence (e.g., completing an academic milestone) and goal-incongruence (e.g., becoming more distant from one’s close friends) may coexist during graduations (Ersner-Hershfield et al., 2008).",,,
C3462,"[35] challenged the �ndings suggesting that only number magnitude activates the distance effect [1, 36, 37].",,,
C3463,"The current experiment revealed a striking retro-cue benefit on change detection performance, so replicating previous retro-cue studies (e.g., Landman et al., 2003; Makovski et al., 2008): When a cue indicating which memory item will need to be compared at test was displayed after the offset of the memory display, participants’ ability to make their judgments was greatly improved compared to a situation where no cue was presented.",,,
C3464,"In opposition to SD, HA correlated positively with neuroticism (De Fruyt et al., 2000), and high HA is characterised by anticipatory worry, shyness, fear of uncertainty, and asthenia (Cloninger, 1987, 1994).",,,
C3465,"As Schmidt (2014a) points out, this means that mostly congruent stimuli will attract more attention than mostly incongruent stimuli if the former are more informative than the latter.",,,
C3466,"Similarly, individuals who are high in trait approach motivation engage in more dissonance reduction [74], and greater dissonance reduction is associated with greater activation in the left frontal cortex [73,75,76], which is a proxy for approach motivation [44].",,,
C3467,"example, it is known that passive exposure to colored object sequences induces object-based statistical learning that binds colors and shape (Turk-Browne et al., 2008).",,,
C3468,Boroditsky (2000) ističe da se u podlozi metaforičkog preslikavanja nalazi mehanizam razumijevanja analogija.,,,
C3469,"In Study 3, when their need for validation and responsiveness was acutely activated, people with high self-esteem defensively affirmed that their PSRs were responsive to their needs, in the same way that people typically do with strong two-sided relationships 30,32 .",,,
C3470,"Toro, Sinnett, & Soto-Faraco (2005) and Turk-Browne et al. (2005) also document effects of attention in various statistical learning paradigms; however, Campbell, Zimerman, Healy, Lee, & Hasher (2012) replicate those effects in younger but not older adults, suggesting that selective attention is not always capable of extinguishing learning of unattended stimuli.",,,
C3471,"Although this phenomenon may be rare for Americans, United States participants do report emotional complexity during events such as graduating from college or watching the film Life is Beautiful (Larsen et al, 2001 ), and the frequency of complex or mixed emotion may increase across adulthood (Ersner-Hershfield, Mikels, Sullivan, & Carstensen, 2008 ; Williams & Aaker, 2002 ).",,,
C3472,"While offering help to victims of the group’s wrongdoings may be seen as an act of apology that promotes intergroup reconciliation (Shnabel & Nadler, 2008), the detriment of acknowledging the breach in morality associated with the transgression may be too great, especially when death is salient and…",,,
C3473,"…its interaction with trustee race was significant; the patterns represented in the interaction were such that more internalized motivation corresponded with a larger racial disparity in P2 amplitude, which opposes the hypothesized pattern (based on Bean et al., 2012; Richeson & Trawalter, 2008).",,,
C3474,The MPL valuation assignment could also induce ad-hoc global-processing compared to transient local-processing dominating judgment in the ranking assignment (following Förster et al. 2008 GLOMO model).,,,
C3475,"Because this was the only finding in this direction we consider it a chance finding instead of interpreting however, conforms to the reports of Makovski et al. (2008) who did also not find an interaction of set size and the RCE.",,,
C3476,"Although previous work on the neural substrates of prejudice regulation has focused primarily on the dACC, some have suggested on the basis of evidence from event-related potentials (ERPs) that rACC may be recruited to monitor for conflicts with external cues such as egalitarian norms (Amodio et al., 2008; Amodio, 2014).",,,
C3477,"Associative Learning of Cognitive Control Some research has suggested that PC effects are not control-based and that associative learning of stimulus-responses associations may instead account for the observed data patterns (i.e., contingency-learning, Schmidt & Besner, 2008; Schmidt, 2013).",,,
C3478,"According to Mitchell et al. (2008), memory for these elements should be better in the intermixed than in the blocked case.",,,
C3479,"However, when providing closed-range quantifiers, respondents may use the frame of reference provided by the scale in estimating their own behaviour (Schwarz et al. 1985).",,,
C3480,Balancing occurs when people switch between pursuit of different goals over time (Fishbach & Dhar 2005); a licensing effect describes situations in which past behavior excuses actions that would otherwise generate negative attributions for the self (Monin & Miller 2001).,,,
C3481,Ifcher and Zarghamee (2011) argue that positive mood reduces time preference over money and makes people more willing to think about the future.,,,
C3482,Similar left-to-right order effects are observed within noun phrases as well (Janssen et al. 2008).,,,
C3483,"Returning to the example at the beginning of the paper, in which many Republicans were blindsided by the outcome of the 2012 Presidential Election, the results of the current studies suggest that the Republican Party might want display a few less American flags on the campaign trail in 2016… 75 APPENDIX A: POLITICAL ATTITUDE ITEMS For each statement below, indicate the degree to which you agree or disagree according to how you feel right now.",,,
C3484,"These experiences can lead to many harmful organizational outcomes, including increased concerns about fit (Murphy et al., 2007; Purdie-Vaughns et al., 2008), decreased intentions to remain in the setting (Lewis et al., 2017), and higher turnover rates (Hausknecht & Trevor, 2011).",,,
C3485,This signaling is influential as it fosters a culture where safety is deeply embedded in the identity of the organization and its members [59].,,,
C3486,"Furthermore, the present bidirectional space-time interference argues against the spatial metaphor account derived from CMT (e.g., Boroditsky, 2000) as an explanation for interference between size and duration.",,,
C3487,"This echoes the results of Farrell (2008), who found that explicit instruction to think of words in groups could improve memory in the same way that time-grouping could.",,,
C3488,"…lend weight to an idea that has been applied in quite distinctly different contexts—such as verbal serial recall—namely that distraction depends on the joint action of the particular demands of the focal-task and irrelevant stimulus processing (see Jones & Tremblay, 2000; Marsh et al., 2008, 2009).",,,
C3489,"Moreover, as it is easier to process beliefconsistent than belief-inconsistent information (Wyer and Srull 1989), confirmation bias is also likely to arise when the information load is high (Fischer et al. 2008; Kardes et al. 2004).",,,
C3490,"…be traced back to the operations of system 1 was supported by the observation that those beliefs increased when subjects were under cognitive load (Risen & Gilovich, 2008, Study 6) and when they were explicitly encouraged to respond on the basis of their gut feelings, rather than of their…",,,
C3491,"A related literature looks at preferences for agency in decision-making processes outside of the household, and suggests that individuals value their decision power beyond its instrumental value (Güth and Weck-Hannemann 1997, Fehr et al. 2013, Bartling et al. 2014, Owens et al. 2014).",,,
C3492,"…fundamental values which report that prices tend to converge to fundamentals (Porter and Smith 1995, Smith et al. 2000, Noussair et al. 2001, Kirchler et al. 2012, Stöckl et al. 2015).26 In contrast, in treatments T2H, T4H, T8H, where many periods without dividend-collecting generations…",,,
C3493,"A growing body of evidence shows that round listing prices (or offers) usually put the seller at a disadvantaged position in negotiations compared to precise listing prices (Janiszewski and Uy 2008; Loschelder, Stuppi, and Trotschel 2014; Mason et al. 2013).",,,
C3494,"…binary yes/no questions (such as, is the sky ever green?) by moving a cursor instead of just pressing one key or another, their movement trajectories reveal a wealth of phenomena that suggest the decision is represented in a continuous space that spills into overt movement (McKinstry et al. 2008).",,,
C3495,"The result for the different time scales was also consistent with those found previously in survey research (Schwarz et al., 1985): participants tended to mark a ‘‘typical’’ time interval in the middle of the scale.",,,
C3496,"Finally, it is worth noting the relationship between our own work and Fehr, Herz, and Wilkening (2013) who suggest that in some cases individuals might be willing to accept lower utility in order to retain a sense of authority.",,,
C3497,"Contrary to intuition (but in accordance to the theoretical analysis we develop below) subjects tend to punish more when information becomes more noisy (Grechenig, Nicklisch, & Thöni, 2010; Ambrus & Greiner, 2012).3 All three problems are closely related.",,,
C3498,"Nonetheless, this leaves the possibility that subjects may use the contingency between the distracter (in our case, the gender word) and the response to guide their action selection (Bugg, 2012; Bugg and Chanani, 2011; Schmidt and Besner, 2008).",,,
C3499,"…the model stipulates that autonomy loss automatically activates the partner-valuing rule regardless of self-esteem, correcting this rule may well become automatic over time for people low in self-esteem given sufficient experience with specific threats (Murray et al., 2008, Experiment 7).",,,
C3500,"When the retro-cue validlyindicatesthelocationoftheto-beprobeditem,performance improves both in terms of RT and accuracy, compared to conditions in which the cue is neutral, invalid or absent (Griffin & Nobre, 2003; Landman, Spekreijse, & Lamme, 2003;Lepsien et al., 2005;Lepsien NMakovskiJ Makovski,Sussman,J Matsukura, Luck, & Vecera, 2007;Sligte, Scholte, & Lamme, ...",,,
C3501,"Previous investigations concerning inhibition however (e.g., Storm et al., 2008) have explicitly suggested that re-presentation of previously inhibited items should lead to better, rather than worse, performance compared to a baseline of non-inhibited items.",,,
C3502,"Statistical learning occurs also irrespective of the perceptual modality; indeed, it has been reported in the visual (Turk-browne et al., 2005, 2008), auditory (Saffran et al., 1999) and tactile domains (Conway and Christiansen, 2005).",,,
C3503,"Our null findings might reflect the fact that anxious/low self-esteem intimates are vigilant about the authenticity of their partners’ expressions of regard, and these persistent doubts further undermine their felt-security (Lemay & Clark, 2008).",,,
C3504,"Tamir, Mitchell, and Gross (2008) explained that in the pursuit of a goal which holds personal importance, an individual will endure unpleasant emotions in the short term, if this facilitates the achievement of their longer-term objective.",,,
C3505,"Payne et al. (2005), for example, showed that positive attitudes toward George W. Bush (relative to John Kerry) on an AMP were strongly correlated with self-reported intentions to vote for that candidate (see also Pasek et al. 2009).",,,
C3506,"There is some evidence that having participants rate their communities produces results that are more in line with actual behavior (Heine et al., 2008).",,,
C3507,"…literature shows that facial bias can persist despite the provision of additional information (e.g., Rezlescu, Duchaine,Olivola, &Chater, 2012) and several studies found an effect of facial bias when judging actual leaders (e.g., Rule & Ambady, 2008, 2009; Todorov, Mandisodza, Goren, & Hall, 2005).",,,
C3508,"Much subsequent research has further shown frontal asymmetry to relate to approach or withdrawal orientations, often independent of the valence or intensity of experienced emotion (e.g., Amodio, Devine, & Harmon-Jones, 2007; Harmon-Jones & Harmon-Jones, 2002; Harmon-Jones et al., 2008; Harmon-Jones, Sigelman, Bohlig, & Harmon-Jones, 2003; Master et al., 2009), as well as with trait measures of approach-avoidance action tendencies (Amodio, Master, Yee, & Taylor, 2008; Gable, Mechin, Hicks, & Adams, 2015; Harmon-Jones & Allen, 1998).",,,
C3509,"Indeed, Voss and Gonsalves (2010) concluded that their ﬁndings are difﬁcult to reconcile with a single-system view, such as the model proposed by Berry, Shanks, and Henson (2008) in which recognition and priming are driven by the same underlying memory system or signal.",,,
C3510,"STATISTICAL LEARNING Statistical learning is a form of implicit learning that occurs through mere exposure and observation and does not involve explicit feedback (Turk-Browne et al., 2008; Aslin and Newport, 2012).",,,
C3511,"…testing (sharpened q value = 0.007) is consistent with studies demonstrating that time preference varies with emotions: patience increases with positive affect (Ifcher & Zarghamee, 2011), and gratitude (DeSteno et al., 2014), and decreases with negative affect, such as sadness (Lerner et al.,…",,,
C3512,"Following one’s own wrongdoing, we argue, there is a twin threat to one’s social acceptance by valued others and to one’s own sense of moral self-integrity (Shnabel & Nadler, 2008).",,,
C3513,"…direction, no effect of the number of task switches on working memory performance is observed when no timing constraints are imposed (Logan, 2004, 2006); only when the retention interval is strictly timed, the number of task switches affects working memory performance (Liefooghe et al., 2008).",,,
C3514,It has been also shown that the Big Five traits apply to adolescent personality in the same way they do to adult personality and that self-report is a reliable and valid method of measuring them in adolescents (Soto et al. 2008).,,,
C3515,"DeVoe and Pfeffer (2007a) found, using a nationally representative survey, that people paid by the hour were more willing to trade time for money (to work more hours for more money), even after controlling for other factors that might affect the preference to trade time for money such as their income, number of hours worked, gender, marital status, and number of children.",,,
C3516,"Prior research based on a variable-centered framework has already high-lighted the natural tendency of individuals to experience multiple emotions simultaneously rather than independently (Ersner-Hershﬁeld et al., 2008; Larsen & McGraw, 2014).",,,
C3517,"…showed that we understand and handle rather basic aspects of time (e.g., duration, sequence) by translating them in a spatial reference frame (Bender & Beller, 2014; Bonato, Zorzi, & Umiltà, 2012; Boroditsky, 2000; Casasanto & Boroditsky, 2008; Dehaene & Brannon, 2011; Núñez & Cooperrider, 2013).",,,
C3518,"It is well known that information asymmetries present in credence goods markets lead to inefficiencies (Dulleck et al., 2011).",,,
C3519,"By focusing on subjective distance, temporal selfappraisal theory ( Ross & Wilson, 2002; Wilson & Ross, 2001) follows research indicating that experiences of time (Brown et al., 1985; Schacter, 1996; Walker et al., 2003) are not accounted for by only objective distance.",,,
C3520,"There appears to be a general level of acceptance in the literature that any attitude, and therefore measurement thereof, can be either explicit or implicit in nature (Ratliff and Nosek, 2010; Greenwald et al., 2009; Payne et al., 2008).",,,
C3521,"These biases are not attenuated by cognitive ability (K.E. Stanovich & West, 2008), they may even be exacerbated by it (West, Meserve, & Stanovich, 2012).",,,
C3522,"The coefﬁcients are similar across the three columns, statistically signiﬁcant, and show that Fourth of July celebrations during childhood affect the likelihood of identifying with the Republicans at age 39 (the sample mean age).",,,
C3523,"Ross and Wilson’s (2002) research showing that people adjust perceived temporal distance between the self and certain events so as to maximize positive self-evaluations (see also Heller, Stephan, Kifer, & Sedikides, 2011) suggests that, when people bolster meaning through nostalgia, they may be perceiving the nostalgic episode as more recently connected to their current life.",,,
C3524,"Our result is also in agreement with those reported by Fudenberg et al.(21), who in their treatments without noise found that when a player has cooperated in all rounds, a defection by her partner is not immediately answered with defection in a 42% of the cases, a number that is roughly similar to the ones we obtain for our moody conditional cooperators (albeit the comparison must be taken with caution as the way to characterize the behavior in both experiments is not exactly the same).",,,
C3525,"Previous research has shown that this internal motivation influences people’s ability to regulate biased behavior by conflict-monitoring processes associated with the ERN (Amodio et al., 2008).",,,
C3526,"Chen and Chen (2011) reported that a common group identity might enhance coordination for a dominant equilibrium payoff in an experiment using the minimum effort game, if that common group identity is salient.",,,
C3527,"In a similar vein, Stanovich and West (2008) showed that performance in most of the tasks designed to examine biased thinking is independent of CA. Based on these findings, these authors developed a three-parameter model: mindware (storage), detection, and override.",,,
C3528,"Purdie-Vaughns et al [21] point to purposeful word choice as one safety cue that, when recognized, signals protection from identity-based discrimination.",,,
C3529,"; it may raise questions about the wisdom of continuing one’s affiliation with a victimized group because being a member could be physically dangerous, and may also include feelings of humiliation and loss of agency (Shnabel and Nadler, 2008).",,,
C3530,"In accordance with this idea, one study showed that people could distance themselves from past failures by extending subjective time (Ross & Wilson, 2002).",,,
C3531,"Cognitive biases are ubiquitous and do not correlate with intelligence.(4) Causes are varied and include learned and innate biases, cultural biases and a lack of appreciation of statistics.",,,
C3532,"Schmidt and Besner (2008) suggested that participants learn the predictive relationships (i.e., contingencies) between words and responses to prepare for the likely (i.e., high contingency) response.",,,
C3533,"As expected, and in accordance with Janssen et al. (2008), we obtained a robust frequency effect in immediate naming, which disappeared in delayed naming (Frequency SOA interaction in the analysis of naming latencies): F1(1, 30) 39.58, p .001, MSE 1,608.33; F2(1, 38) 11.75, p .01, MSE 6,712.10.",,,
C3534,"Other studies showed that the interpersonal effects of anger and happiness are similarly moderated by power, with low-power negotiators being more strongly affected by their counterpart's emotions than high-power negotiators (Sinaceur & Tiedens, 2006 ; Van Dijk, Van Kleef, Steinel, & Van Beest, 2008 ; Van Kleef, De Dreu, Pietroni, & Manstead, 2006b).",,,
C3535,"Accordingly, these authors found higher scores on the System Justification Scale (Kay & Jost, 2003) and the Belief in a Just World (BJW) Scale (Rubin & Peplau, 1975) among U.S. participants who had been reminded of money.",,,
C3536,"Also, the literature on the item-specific proportion congruent effect in the Stroop task suggests that people can pick up item-specific contingencies between relevant and irrelevant information (e.g., Schmidt & Besner, 2008).",,,
C3537,"Supporting this view, Bassok, Pedigo, and Oskarsson (2008) showed that addition facts are activated when they are primed by categorically related words usually associated with addition (e.g., the tulip–daisy pair is semantically aligned with addition), but not in cases of misalignment, when they…",,,
C3538,"who the “real” victim of the conflict is; Noor/Shnabel et al. 2012). Taken together, our findings point to the precedence of agency-related over morality-related needs in determining duals’ behavior; a phenomenon that we called the primacy of agency. The notion of primacy of agency is consistent with Mazziotta, Feuchte, Gausel and Nadler’s (2014) finding that the experience of victimization is more psychologically",,,
C3539,"…nonverbal emotion expressions have identified 10 emotions that are reliably associated with distinct, cross-culturally recognized expressions (anger, contempt, disgust, embarrassment, fear, happiness, pride, sadness, shame, and surprise; Ekman & Friesen, 1971; Keltner, 1995; Tracy & Robins, 2008).",,,
C3540,"As stressed in the introduction section, this type of forgiveness tends to emerge when perpetrators acknowledge wrongdoing and when institutions signal procedural and distributive justice (Forster, 2018; Nadler & Shnabel, 2008; * Shnabel & Nadler, 2008).",,,
C3541,"While Dulleck et al. (2011) do not ﬁnd support for an eﬀect of competition on the probability of overcharging in their experimental study, we show that in a more competitive environment, the expert’s incentive to overcharge decreases.",,,
C3542,"Pairwise-comparisons indicated that RTs for clonidine were faster than RTs for placebo, p .005.",,,
C3543,"…that the lack of a strong reaction to adverse social events may even be adaptive (DeWall and Baumeister 2006), allowing individuals to recover from the negative experience and potentially engage in approach behaviors that promote relationship repair and feelings of belonging (Murray et al. 2008).",,,
C3544,"Psychologists have demonstrated repeatedly that structural variables can have vast and powerful effects (e.g., Bargh & Chartrand, 1999; Cialdini, Reno, & Kallgren, 1990; Tversky & Kahneman, 1981).",,,
C3545,"Thus the amplitude of the ERN effect predicts better response control in the task and is most pronounced among participants who are internally motivated to avoid the expression of race bias (Amodio, Devine, & Harmon-Jones, 2008 ).",,,
C3546,"…2008), one study found men exhibited more forgiving feelings, thoughts and behavioral tendencies than did women (Finkel et al., 2002), and five studies found no sex differences (Exline et al., 2008; Finkel et al., 2002; Macaskill et al., 2002; Ryan & Kumar, 2002; Toussaint & Webb, 2005).",,,
C3547,"social system to be significantly more fair and legitimate, (2) be significantly more willing to rationalize social injustice, and (3) express a greater preference for group-based discrimination (Caruso et al., 2012).",,,
C3548,"7 Another way to describe this dynamic, as Kuziemko et al. (2014) explain, is ‘last-place aversion’, whereby the marginalized use prejudice to identify and place certain social groups as lower than themselves on society’s totem pole.",,,
C3549,Selective exposure bias refers to individuals’ tendency to actively seek and select decision-consistent information in the environment (Fischer et al. 2008).,,,
C3550,"Self-esteem is reliably associated with risk regulation behaviours in relationships (e.g., Murray et al., 2008), expectations of interpersonal rewards (e.g., Leary et al., 1995; Stinson et al., 2015), and domain-general risk perceptions (e.g., Cavallo et al., 2012; Heimpel et al., 2006; McElroy et…",,,
C3551,"Whereas, in constrast to previous non-food related literature, the P nudge (DE) lowered choice frequencies of sustainable choices overall (p=0.23) (Simonson, 1989; Doyle et al., 1999; Masicampo and Baumeister, 2008).",,,
C3552,"Therefore we argue that subjective distance is more likely to be measuring people’s highly elastic psychological sense of time [4, 5] than simply being a proxy for respondents to express their more general approval or disapproval.",,,
C3553,"The pattern of results is consistent with that obtained in the previous fMRI study by Lepsien using a very similar task (Lepsien et al., 2005), but retro-cueing effects have not been found to increase signifi cantly with load in other studies (Makovski et al., 2008; Matsukura et al., 2007).",,,
C3554,"It could be an act of social referencing, in which observers inspect the potentially aggrieved party’s response so as to determine their own reaction (Crosby, 2006).",,,
C3555,"As explained by CLT, when people experience processing fluency, they interpret the external environment more concretely, rather than abstractly (Alter & Oppenheimer, 2008).",,,
C3556,"Schmidt presented the argument that PC effects are, instead, the result of simple contingency learning processes (Schmidt, 2013c; Schmidt & Besner, 2008; Schmidt, Crump, Cheesman, & Besner, 2007; see Schmidt, 2013a for a detailed review).",,,
C3557,"At the same time, consistent with evidence reported by Ross and Wilson (2002) , our data provide no support for the assumption that perceived mood congruence is central because it relates to ease and vividness of recall.",,,
C3558,"Conceptual overlap has been also evidenced between neuroticism and traits like behavioural inhibition (e.g. Carver et al., 2000) in the BIS/BAS model and with harm avoidance (HA) in Cloninger’s model (e.g. De Fruyt et al., 2000).",,,
C3559,"However, this approach can threaten disadvantaged group members’ need for empowerment, distinctiveness, and agency (Shnabel & Nadler, 2008, 2015; Shnabel et al., 2009).",,,
C3560,"Previous research has demonstrated that vertical positions were important metaphors of power, and the powerful was associated with up and the powerless was associated with down [5,19,20,21], and mental representation of power was also associated with size cues [22].",,,
C3561,"…Visintin, Capozza, Carlucci, & Shams, 2016), the most relevant psychological studies are based on the Darwinian perspective, which considers the connection with the transcendent dimension as a natural effect of early relationships with attachment figures (Cox et al., 2008; Davis & McVean, 2009).",,,
C3562,"Consistent with previous research (Förster et al. 2008), we argue that when a stimulus is ambiguous, global processing will result in an assimilation effect and local processing will result in a contrast effect.",,,
C3563,"However, judgments may be formed not only on the basis of content information, but also on the basis of the ease or difficulty associated with the retrieval of information from memory (ease-of-retrieval; see Schwarz, 1998, 2004; Schwarz & Clore, 2007; Tversky & Kahneman, 1973).",,,
C3564,"…consumption or wealth but also to an individual’s relative position along these dimensions within a given reference group, as demonstrated by Kuziemko et al. (2014), who formulated the last-place aversion model to show that the economic benefit and well-being of a household are not…",,,
C3565,"Indeed, the failure to correct for preliminary biases constitutes a major impediment to rational behavior (Fiedler, 2008, 2012).",,,
C3566,"This may in turn increase their reliance on other biases and heuristic processing of information (96, 97), amplifying the cultural mismatch effect.",,,
C3567,"The concept was brought to attention by Monin and Miller (2001), and takes into account the fact that a person is able to have behaviors of dubious morality as a result of a first value / moral behavior.",,,
C3568,"To summarize, both Vohs et al. (2006) and Caruso et al. (2013) observed multiple null effects but did not report any.",,,
C3569,"…general in nature, operates top-down, and can inhibit an entire language (e.g., D. W. Green, 1998), others argue that it operates locally, inhibiting only competing words (e.g., Dijkstra & van Heuven, 2002), and might even be automatic in nature (Colzato et al., 2008; Treccani et al., 2009).",,,
C3570,"Organizations and firms are typically organized into groups, and it has been shown using choice experiments that membership in a group can increase pro-social behaviors towards in-group members (e.g. Charness et al., 2007; Chen and Li, 2009; Chen and Chen, 2011), including greater willingness to enforce norms within the group (Goette et al.",,,
C3571,"In a related serial recall experiment, Farrell and Lelièvre (2012) asked participants to recall all items from a group, or all items sharing the same withingroup position, and found substantially faster recall for the group cue.",,,
C3572,"…are improving over time (Conway & Ross, 1984; Ryff, 1989) and they sometimes denigrate their past selves to inflate perceived personal improvement (e.g., Karney & Coombs, 2000; McFarland & Alvaro, 2000) and the impressiveness of their present selves (e.g., Ross & Wilson, 2002; Wilson & Ross, 2001).",,,
C3573,"Abrupt changes of the display holding the objects shift retinocentric coordinates, which usually results in lower tracking performance (Huff et al., 2009; Seiffert, 2005).",,,
C3574,"Since Persistence positively correlates with Consci entiousness (NEO FFI) [25], our findings are consis tent with Hopkins et al.",,,
C3575,"This is an indication that they are not reliving their experiences but merely recalling semantic details (Addis et al., 2008; Levine et al., 2002).",,,
C3576,"…evidence of attentional bias to Black faces relative to White faces in both Black and White participants (Bean et al., 2012; Donders et al., 2008; Trawalter et al., 2008), we predicted better attentional performance to Black relative to White faces regardless of participant race; and 2) given…",,,
C3577,"From many laboratory experiments, we learn that ingroup communication increases the strength of group identity, which leads to more contributions in a public goods game (Eckel and Grossman, 2005), and greater effort in coordination games (Chen and Chen, 2011).",,,
C3578,"Because such a presentation can interfere with or overwrite the memory of the first set (Landman, Spekreijse, & Lamme, 2003; Makovski et al., 2008) it makes it difficult to probe memory without any “interference from subsequent stimuli.”",,,
C3579,"An alternative to the blocking account—the two-mechanism account of the impact of B-SSS (Marsh et al., 2008; Marsh, Hughes et al., 2015)—holds that the increase in erroneous recall is attributable to the use of a semantic-category cue at retrieval coupled with poor source-discrimination (see also…",,,
C3580,"As in prior studies (Bergen et al., 2007; Estes et al., 2008; Gozli et al., 2013; Verges & Duffy, 2009), words with upward spatial associations elicited slower responses to top targets and faster responses to bottom targets.",,,
C3581,"…cultures, but recognition was significantly greater than chance in the same two traditional small-scale societies in Burkina Faso and Fiji where pride recognition was examined, providing at least initial evidence for the universality of shame displays (Tracy & Robins, 2008b; Tracy et al., 2011).",,,
C3582,"Most concerning, and consistent with current theoretical models and empirical data, misperception of sexual interest may increase risk of sexually coercive and aggressive behavior (e.g., Abbey et al., 2011; Farris et al., 2008b).",,,
C3583,"Research from behavioral economics and game theory, well summarized in [9], suggests that altruism is complex, often resulting in irrational behavior, such as the strong aversion to being in “last place.”",,,
C3584,"For example, Rule and Ambady (2008) found that when participants rated the faces of Fortune 1000 male CEOs according to a composite score of power, perceptions of power accurately predicted company profits such that CEOs determined as appearing more powerful experienced higher revenue for the fiscal year.",,,
C3585,"A handicap of closed quantifiers, compared to open quantifiers, is that the specified ranges inform respondents about the researcher’s knowledge of (or expectations about) the real world 1530 A. DeCastellarnau (Schwarz et al. 1985; Sudman and Bradburn 1983).",,,
C3586,"Finally, there is no correlation—either positive or negative— between the extent to which an individual shows a B-SSS on erroneous recall and the extent to which that individual shows a B-SSS on veridical recall (Marsh et al., 2008).",,,
C3587,"Probabilistic insurance, therefore, seems more attractive when it is presented as the elimination of risk than when described as a reduction of risk (Tversky and Kahneman 1981).",,,
C3588,"The wording effect has been empirically examined since 1940, and several response styles, such as response acquiescence, overgeneralization, socially desirable, are found to be related to the wording effect (Cantril, 1940; Jackson & Messick, 1958; Roper, 1940; Rugg, 1941).",,,
C3589,"We also found robust evidence that people project their own enacted compassionate love behaviors onto their perceptions of their partner (i.e., assumed similarity), consistent with prior work demonstrating projection in communal responsiveness (e.g., Lemay et al., 2007; Lemay & Clark, 2008).",,,
C3590,"More generally, Amodio et al. (2008) provide evidence of the automatic processes enabling the control of prejudice among high internally motivated people.",,,
C3591,""" Dai, Wertenbroch, and Brendl (2008) were among the first to turn the causal connection around, arguing that people would heuristically use the customary association between value and scarcity to assume that if something were more valuable, it would also be presumed to be more scarce.",,,
C3592,"Jostmann et al. (2009) have demonstrated that people tend to equate heaviness with importance, an association also apparent in language use, for example, “a weighty issue” or “an issue not to be taken light-heartedly.”",,,
C3593,"…contact immediately after the mental simulation task, which has raised discussion over the long-term effectiveness of the technique (but see Husnu & Crisp, 2010b, who demonstrated that, among Turkish Cypriots, imagined contact improved intentions to interact with Greek Cypriots, measured 1…",,,
C3594,"Consistent with this interpretation, shame expressions were just as likely to be labeled sadness as shame in South Korea, India [23], and Burkina Faso [24].",,,
C3595,"Similarly, studies have shown that messages that challenge valued identities trigger identity threat (de Hoog, 2013; Purdie-Vaughns et al., 2008).",,,
C3596,"…of both positive and negative outcomes at the prospect of the school-to-work transition, are likely to give rise to mixed emotions, that is, the co-occurrence of both positive and negative emotions simultaneously (Ersner-Hershﬁeld et al., 2008; Larsen & McGraw, 2014; Shuman et al., 2013).",,,
C3597,"…of the data have been interpreted as supporting either that the bilingual advantage is related to inhibitory control (Abutalebi & Green, 2007; Prior, 2012; Van Heuven et al., 2008) or that it is due to more efficient monitoring/goal maintenance processes (Colzato et al., 2008; Costa et al., 2009).",,,
C3598,"Research on task switching (e.g., Barrouillet, Bernardin, Portrat, Vergauwe, & Camos, 2007; Liefooghe et al., 2008) suggests that alternating between multiple tasks impairs the working-memory performance.",,,
C3599,"Too much anger, however, can inspire the other side to look to deception to balance the scales (van Dijk et al., 2008).",,,
C3600,"As such, participants are less likely to rely on familiarity to make lexical decisions, diminishing the influence of an early stage involving perceptual normalization (Yap et al., 2008).",,,
C3601,", 2002) or thoughts about one‟s parents (Cox et al., 2008) appear to reduce the impact of experimentally induced death anxiety.",,,
C3602,"Furthermore, process dissociation analyses indicated that the distraction-inhibiting implementation intention increased controlled processing while reducing automatic stereotype activation, whereas the response-facilitating implementation intention increased only controlled processing.",,,
