task_id,src_id,item_type,gold_assert,gold_cert,model_s,arm,year,sentence
T0279,C4143,ordinary,,,0.5,refuted,2017,This technique is in keeping with Cobb-Clark and Schurer in their study of the FFM from HILDA and their demonstration that personality traits are stable for working-age adults [41].
T0280,C4240,ordinary,,,0.5,robust,2017,"These effects have mainly been found in samples with little education and in children or adolescents (Meisenberg & William, 2008; Rammstedt al., 2010; Rammstedt & Farmer, 2013; Soto et al., 2008, 2011)."
T0281,C5678,ordinary,,,0.5,refuted,2020,"Third, studies in psychology and economics have shown that people tend to be last-place averse (Kuziemko et al., 2014), meaning teachers and administrators in high-stakes accountability contexts may put increased effort into avoiding being categorized as failing."
T0282,C1102,ordinary,,,0.5,refuted,2016,"Contrary to expectations and our prior work (e.g., Farris et al., 2006, 2008b, 2010; Treat et al., 2015a), all six bivariate interactions among the cues were unreliable and small in magnitude."
T0283,C4631,ordinary,,,0.5,robust,2011,"This result corresponds with recent descriptions of a prototypical expression of pride that includes a ‘‘small smile’’ (Tracy & Robins, 2004, 2008)."
T0284,C5066,ordinary,,,0.3,refuted,2015,"NS is associated with impulsivity, exploratory behavior, and excitability (Battaglia et al. 1996; Svrakic et al. 2002) and HA reflects introversion and inhibition and contains elements of anxiety and negative affect that are related to neuroticism (De Fruyt et al. 2000)."
T0285,C2880,ordinary,,,0.3,refuted,2024,"It appears that for the Jewish kindergarten teachers, to emphasize their professional identity contributed to coping with their sense of ambivalence towards the role of representation of their majority group in the context of asymmetric con ﬂ ict (Shnabel & Nadler, 2008)."
T0286,C4031,ordinary,,,0.5,refuted,2011,"Tversky and Kahneman (1973, 1982) developed a reasoning theory suggesting that reasoning is a decision making operation where premises are judged according to a restricted number of heuristics."
T0287,C3262,ordinary,,,0.5,refuted,2023,"Correll (2008) found smaller IPL indices 𝛽 in participants who reported a high level of effort to avoid racial bias while responding to black versus white target stimuli under threat/no-threat conditions (see also Grigolini et al., 2009 for a theoretical explanation)."
T0288,C2205,ordinary,,,1.0,refuted,2013,"In addition, they also found that ingesting a glucose solution replenished selfcontrol capacity (Gailliot et al., 2007), a finding that has been subsequently replicated in numerous studies (e.g., DeWall, Baumeister, Gailliot, & Maner, 2008; Dvorak & Simons, 2009; Masicampo & Baumeister, 2008)."
T0289,C3298,ordinary,,,0.5,refuted,2010,"Palmer and Ghose (2008) provided the first empirical evidence of the efficacy of EEs in figural depth perception, but they were careful to eliminate all other known configural cues from their displays."
T0290,C2042,ordinary,,,0.5,refuted,2018,Research shows that forgiveness is more likely to be offered if the victim is able to empathize with the transgressor (Exline et al. 2008).
T0291,C1342,gold_definitive,1,1.0,1.0,refuted,2014,"Thus, the offended individual’s higher perceived similarity of transgression causes higher tendency to understand and forgive (Exline et al., 2008)."
T0292,C0392,ordinary,,,0.5,refuted,2010,Action and Inaction Goals and Attitude Change Much research indicates that individuals’ default tendency is to activate a pre- existing attitude (should one exist) when they are asked to report that attitude or encounter information on the attitude object.
T0293,C0998,ordinary,,,0.5,refuted,2009,"For example, poor source memory can lead to increased interference in working memory (Hedden & Park, 2001) , false recognition (Piguet et al., 2008 ), cryptomnesia (Brown & Halliday, 1991 ; Marsh & Bower, 1993 ), and an overreliance on stereotypes during recollection (Dodson et al., 2008 )."
T0294,C4495,duplicate,,,0.3,robust,2019,"Studies of the influence of reputation systems on moral hazard in credence goods markets show that reputational information may have deterrent effects on agent’s fraudulent behavior (Dulleck et al., 2011; Grosskopf and Sarin, 2010; Mimra et al., 2013)."
T0295,C3988,ordinary,,,0.8,robust,2020,"As expected given their proposed difference in attention (Alvarez and Oliva, 2008, 2009), the dualtask demands impaired individuation (single vs dual: t(23) = 7.4, p 1.6 10 7), while it had only negligible effects on ensemble-averaging (t(23) = 1.1, p 0.28)."
T0296,C0614,ordinary,,,0.8,robust,2017,"Jacowitz and Kahneman (1995) ask students a number of general knowledge questions (like length of Mississippi or height of Everest), and report that participants who are given high anchors provide higher estimates than those who are given low anchors."
T0297,C5581,ordinary,,,0.5,refuted,2014,"Gawronski et al. (2003), and Stangor and McMillan (1992) supported this connection between expectancy strength and the occurrence of inconsistency effects."
T0298,C4498,ordinary,,,0.5,robust,2025,"Past research has shown that individuals some-times have negative attitudes toward activities associated with the opposite sex (Nosek et al., 2002)."
T0299,C3137,ordinary,,,0.75,refuted,2008,"” Indeed, Exline et al. (2008) found in that people are more forgiving toward others who have harmed them if they see themselves as capable of committing a similar offense."
T0300,C1911,ordinary,,,0.5,refuted,2009,We replicate the findings of Schwarz et al. (1985) and Winter (2002a) that response scales are perceived as informative.
T0301,C5120,ordinary,,,0.8,robust,2018,"Demany et al. (2008) found that change detection performance declined as the number of pure tones within each chord increased and as the delay between chords increased, indicating important roles for processing capacity and information loss over time, respectively."
T0302,C3007,ordinary,,,0.7,refuted,2021,"But interestingly, these effects are not only associated with the decision at hand but create a frame of mind that carries over to issues irrelevant to one’s immediate goal concern (Henderson, de Liver, & Gollwitzer, 2008)."
T0303,C3831,ordinary,,,1.0,robust,2020,"23 For instance, Dulleck et al. (2011) find that the combination of consumer choice, endogenous price-setting and public reporting of price information with multiple sellers in a lab setting stimulated price competition and lowered market prices."
T0304,C4345,ordinary,,,0.8,refuted,2012,"Moreover, the phonological effect of context pictures in picture naming was present across the RT distribution (Roelofs, 2008a)."
T0305,C5482,ordinary,,,0.8,refuted,2014,"With research demonstrating the strong positive link between empathic perspective-taking and forgiveness (Exline et al., 2008; Exline & Zell, 2009; Takaku, 2001; Takaku, Weiner, & Ohbuchi, 2001; Zechmeister & Romero, 2002), the variable should be negatively related to the BTF barriers."
T0306,C2767,ordinary,,,0.5,robust,2018,"Measures typically are not “process pure”, but rather capture multiple ways of combining, weighting, and transposing information (Bishara & Payne, 2009; Conrey, Sherman, Gawronski, Hugenberg, & Groom, 2005; Cunningham & Zelazo, 2007; Payne, 2005; Payne et al., 2008; Sherman, 2006, 2009; Sloman, 1996)."
T0307,C4931,ordinary,,,0.7,robust,2014,"Therefore, the averaging gains due to error cancelation are likely to be larger for real crowds than for simulated “crowds within” (Ariely et al., 2000; Herzog & Hertwig, 2009; Rauhut & Lorenz, 2011; Vul & Pashler, 2008; Winkler & Clemen, 2004)."
T0308,C2206,ordinary,,,0.8,refuted,2020,"However, even after the death-related thoughts are removed from their top-of-mind awareness, they remain highly accessible at the subconscious level, which automatically triggers a variety of symbolic defenses including relational strivings (Cox et al., 2008; Mikulincer et al., 2003)."
T0309,C4691,duplicate,,,0.5,refuted,2018,"They concentrate on just one attribute (e.g. the lowest price), use only partial information, succumb to the dominance effect, or simply preserve the status quo and do not make a selection (Masicampo & Baumeister, 2008)."
T0310,C2978,ordinary,,,0.75,robust,2014,"So if a principal can plausibly convey her motives to her agent, she can very well change his beliefs and perceptions (see also Fehr et al. 2013)."
T0311,C5630,ordinary,,,0.3,refuted,2010,"Also, the more personally consequential the decision, the less likely people may be to stray from the “safety” of the normative option (Miller & Taylor, 1995; Risen & Gilovich, 2007, 2008)."
T0312,C2951,ordinary,,,0.5,robust,2010,"However, it is important to note that there is increasing understanding that task demands and the units over which learning operates affects performance (Ludden & Gupta, 2000; Turk-Browne et al., 2008)."
T0313,C5702,ordinary,,,0.5,refuted,2022,"In particular, the impact of exchange rate appreciation on prices is significantly different from the impact of depreciation (Shintani et al. 2013; Yanamandra 2015; Brun-Aguerre et al. 2012, 2017; Baharumshah et al. 2017)."
T0314,C0221,ordinary,,,0.5,refuted,2012,"For example, anger connotes dominance, men (vs. women) are stereotyped as dominant, and judgments of leadership potential are related to dominance (e.g., Rule & Ambady, 2008b, 2009; Todorov, Mandisodza, Goren, & Hall, 2005)."
T0315,C3413,ordinary,,,0.0,refuted,2019,"Indeed, some studies did not find initial attitudes to play any role in the licensing effect (e.g., Effron, Miller, & Monin, 2012; Monin & Miller, 2001), whereas other studies yielded seemingly opposite results."
T0316,C2329,ordinary,,,0.0,robust,2014,"Some generations of investors may not form rational expectations, and even if all generations of investors do, rational expectations may not be common knowledge across or even within the generations."
T0317,C3020,ordinary,,,0.5,refuted,2018,"Ample research has already shown that when people are in a more deliberative mindset, they show very different judgment and decision-making processes (e.g. Frederick, 2005; Stanovich & West, 2000, 2008)."
T0318,C1997,ordinary,,,0.8,refuted,2012,"However, a closer look shows that higher levels of intrinsic motivation led to lower expression of prejudice (Amodio, Devine, and Harmon-Jones 2008 ; Devine et al."
T0319,C4747,gold_hedged,1,0.0,0.0,robust,2012,"In addition, individuals in strong motivational states may reduce rational thought and caution in information seeking and decision making [20], [31]."
T0320,C1581,ordinary,,,0.7,refuted,2014,"As affirmed by Husnu and Crisp, ‘while there may be facilitating conditions that improve its effectiveness, contact basically works’ (Husnu and Crisp 2010: 943, italics in original)."
T0321,C1813,ordinary,,,0.5,refuted,2018,Served with 125 mL of milk Between (overnight fast) −a O a Episodic: no effect on verbal learning.
T0322,C4575,ordinary,,,0.75,refuted,2012,"That is, because stereotypes are activated more in threatened than non-threatened individuals (Goff et al., 2008; Steele & Aronson, 1995), evidence of stereotype activation is suggestive of stereotype threat."
T0323,C4846,ordinary,,,0.8,robust,2013,"By contrast, as Dulleck et al. (2011) have shown, ’liability’ is a quite robust institution in markets for credence goods."
T0324,C2796,ordinary,,,0.8,refuted,2020,"Philosophers and psychologists agree that because anger promotes aggressive behavior, it is a costly strategy for addressing social challenges (Hutcherson and Gross 2011, 720; Nichols 2007, 417; Pereboom 2009, 172), and risks backfiring when trying to change a wrongdoer’s behavior (Van Dijk et al. 2008; Wubben, De Cremer, and Van Dijk 2011)."
T0325,C4732,ordinary,,,0.5,refuted,2017,Post hoc analysis revealed higher tryptophan levels after the high-carb/protein breakfast for all postprandial samples [1045 hours: t(17) = 2.
T0326,C4786,ordinary,,,0.5,refuted,2020,"Guided by research on imagined contact, we had hypothesised that the more people elabo‐ rate on their imagined interactions, the more favourable they will be toward the outgroup (see Husnu & Crisp, 2010)."
T0327,C5925,ordinary,,,0.8,robust,2019,"However, in line with previous studies (Mõttus, Briley, et al., in press; Soto et al., 2008), the variance of acquiescence was larger for the younger cohort (average age 11 years) compared with the two older cohorts (mean ages 17 and 23 years): VAR11 = 0.44 versus VAR17 = 0.26 and VAR23 = 0.28."
T0328,C1050,ordinary,,,0.5,robust,2020,"Several studies have shown that modelling AC as a method factor and removing its effects seem to mitigate at least the poor fi t to the expected model in personality measures which combine direct and reversed items (Morales-Vives, Lorenzo-Seva, & Vigil-Colet, 2017; Navarro-González et al., 2016; Rammstedt & Farmer, 2013; Soto et al., 2008)."
T0329,C0434,ordinary,,,0.5,robust,2008,"Relatedly, Farrell (2008) recently reported an isolation effect in forward serial recall in one experiment (but not in another similar one) in which people had to explicitly group the list on some trials and had to recall the timing of input items (rather than their identity) on some other trials."
T0330,C1734,ordinary,,,0.5,refuted,2013,"Past research indicates that these types of questions are reliable measures of cognitive activity and priming an action goal enhances performance on these questions (Albarracin & Hart, 2011; Albarracin et al., 2008)."
T0331,C2260,ordinary,,,1.0,refuted,2018,"The level of trust one has for another person is the key determinant of one’s decision to connect with or self-protect from that person (Murray et al., 2006, 2008)."
T0332,C4318,ordinary,,,0.75,robust,2025,"However, as observed in previous work (Goschke & Dreisbach, 2008), despite differing intercepts, participants tend to exhibit similar slopes across experimental conditions (i.e. faster RTs in congruent and focal task trials, and slower RTs in incongruent and non-focal task trials)."
T0333,C1401,ordinary,,,0.8,refuted,2021,"Need for cognition distinguishes individuals who characteristically engage in and enjoy effortful analytical activities from those who do not (Cacioppo et al., 1983)."
T0334,C2484,ordinary,,,0.5,refuted,2017,One study argued that argument quality will influence message receivers’ attitudes in a social media context [7].
T0335,C4024,ordinary,,,0.75,refuted,2025,"This trade ‐ off of attributes can increase cognitive depletion (Masicampo and Baumeister 2008), as consumers must integrate heterogeneous information while reconciling competing goals (personal health vs. collective well ‐ being)."
T0336,C1369,ordinary,,,0.5,refuted,2003,"For example Asch's (Asch, 1948) reinterpretation of Lorge's (Lorge, 1936) data on prestige, showed that message-recipients altered their level of agreement with an opinion, depending on whom they believed the author was."
T0337,C3761,duplicate,,,0.0,refuted,2013,"First, counterparts’ emotions may evoke reciprocal or complementary emotions (Friedman et al., 2004; Van Dijk et al., 2008; Van Kleef, De Dreu, & Manstead, 2004) that influence deception directly and indirectly."
T0338,C1088,ordinary,,,0.5,refuted,2019,"(2011) suggested that language proficiency is positively related to focusing and selective attention, thus to convergent rather than divergent thinking (Colzato et al., 2008)."
T0339,C3428,ordinary,,,0.5,robust,2024,"Previous studies suggested that the specificity and number of internal details for autobiographical memory and EFT decreased with age (Addis et al., 2008), therefore, age of participants might affect the intervention effect on EFT."
T0340,C1827,ordinary,,,0.5,refuted,2018,"(Shnabel and Nadler 2008; Shnabel et al. 2009) argue that parties to interpersonal wrongdoing have different needs, and satisfying those needs is an important aspect of promoting reconciliation."
T0341,C5467,ordinary,,,0.8,robust,2020,Janiszewski and Uy (2008) have also observed that precise price anchors led individuals to overestimate costs of a wide range of products more than rounded anchors.
T0342,C5260,ordinary,,,0.5,refuted,2025,The last-place-aversion hypothesis of Kuziemko et al. (2014) also provides an explanation for a motivated behaviour of very low ranked individuals.
T0343,C0331,ordinary,,,0.5,robust,2010,", 2008), such that later familiarity depends on complete input patterns (Fiser and Aslin, 2005; Turk-Browne et al., 2008)."
T0344,C5407,ordinary,,,0.5,refuted,2015,"Similarly, while experimental research supports the relationship between perceived endings and mixed emotions postulated by SST (Ersner-Hershfield et al., 2008), little is known about the extent to which developmental changes in the awareness of time as limited mediate age-related changes in mixed emotions in natural contexts."
T0345,C3416,ordinary,,,0.75,refuted,2023,"Research examining how to maximize these advantages found that organizations that emphasized the value of having employees across a variety of sociocultural backgrounds increased systemically marginalized employees’ feelings of comfort and trust within their workplaces (Purdie-Vaughns et al., 2008), as well as overall workplace performance (e."
T0346,C4272,ordinary,,,0.5,refuted,2018,"The message recipients will also maintain their previous attitude towards the subject of the message, and this will affect their perception of the rest of the message (e.g. Cacioppo et al., 1983)."
T0347,C1656,ordinary,,,0.3,robust,2024,"Such broader activations may stem from stronger connections between the lexical representations, which may lead to faster and wider semantic “basins” being formed (see Mirman & Magnuson, 2008, 2009)."
T0348,C3484,ordinary,,,0.8,refuted,2023,"These experiences can lead to many harmful organizational outcomes, including increased concerns about fit (Murphy et al., 2007; Purdie-Vaughns et al., 2008), decreased intentions to remain in the setting (Lewis et al., 2017), and higher turnover rates (Hausknecht & Trevor, 2011)."
T0349,C2680,ordinary,,,0.5,refuted,2011,"As general action and inaction prompts have been shown to promote general action and inaction goals (Albarracin et al., 2008), moods may exert interactive, motivational effects on behavior."
T0350,C0993,ordinary,,,0.75,robust,2017,In these studies overpricing can develop because FVs decline and market prices stay relatively constant until the second half of trading before they crash towards zero (see the baseline treatment of Kirchler et al. (2012) as an example).
T0351,C3640,ordinary,,,0.5,refuted,2017,"As Makovski, Sussman, and Jiang (2008) argued, the test pattern, as a taskrelevant stimulus, provides a potential cause of interference."
T0352,C0805,ordinary,,,0.75,refuted,2021,"They are more likely to evaluate the quality of arguments contained in a message than those who are lower in NFC (Cacioppo et al., 1983, 1996)."
T0353,C4448,ordinary,,,0.3,refuted,2026,"Through restorative exchanges between victim and perpetrator this need may be met (Shnabel & Adler, 2008; Shnabel & Nadler, 2015)."
T0354,C2900,ordinary,,,0.75,refuted,2012,"While this process occurs in almost everyone, individuals who do not feel secure in their partner’s love are more likely to prioritize self-protection goals at the cost of inhibiting connectedness goals (Murray et al., 2008, Murray et al., 2006)."
T0355,C1436,ordinary,,,0.7,refuted,2023,"These studies collectively show that such traits “ associated with the evaluation of leadership overlap with traits that can be judged reliably from the face ” (Rule & Ambady, 2008: 109)."
T0356,C2948,ordinary,,,0.8,robust,2010,"Pride-recognition rates are typically around 80–90%, comparable to recognition rates found for the more established basic emotions; and, like the basic emotions, pride can be recognized quickly and efficiently from a single snapshot image (Tracy & Robins, 2008a)."
T0357,C3381,ordinary,,,1.0,refuted,2011,"We ﬁnd that the set of individual covariates (race, gender, marriage status, education, and income) are strong predictors of identifying with the Republicans and voting in presidential elections."
T0358,A066,gold_nonassert,0,,,,,"Near and distant neighbors were defined based on cosine similarity between feature vectors, as in Mirman and Magnuson (2008), with near neighbors defined as having cosine greater than 0.4 and distant neighbors defined as having cosine greater than 0.0 and less than 0.25."
T0359,C4409,ordinary,,,0.7,robust,2024,"The factor that makes the difference seems to be the value of doing so for the power holder’s personal interests (Fehr, Herz, and Wilkening 2013)."
T0360,C3519,ordinary,,,0.5,refuted,2004,"By focusing on subjective distance, temporal selfappraisal theory ( Ross & Wilson, 2002; Wilson & Ross, 2001) follows research indicating that experiences of time (Brown et al., 1985; Schacter, 1996; Walker et al., 2003) are not accounted for by only objective distance."
T0361,C1709,ordinary,,,0.5,refuted,2016,"Individuals, thereore, learn to associate such weight with bodily and mental effort ospitality Management 53 (2016) 42–48 (Jostmann et al., 2009)."
T0362,C4860,ordinary,,,0.8,refuted,2011,"Furthermore, the threat of appearing racist has been shown to trigger stereotype threat for Whites, resulting in higher levels of stereotype-confirming behavior (Goff et al., 2008)."
T0363,C5350,ordinary,,,0.5,robust,2023,"This mechanism of fatigue, however, has been challenged by evidence that motion-aftereffect storage persists beyond the expected time course for neural fatigue (Watamaniuk and Heinen, 2007) and that it can be generated from still photos with suggested motion (Winawer et al., 2008)."
T0364,C3647,ordinary,,,0.5,refuted,2024,"Our findings support the needs-based model of reconciliation 16 , the first time for an intergenerational conflict."
T0365,C3588,ordinary,,,0.5,refuted,2014,"The wording effect has been empirically examined since 1940, and several response styles, such as response acquiescence, overgeneralization, socially desirable, are found to be related to the wording effect (Cantril, 1940; Jackson & Messick, 1958; Roper, 1940; Rugg, 1941)."
T0366,C4084,ordinary,,,0.5,refuted,2012,"In these studies, avoidant participants did not show increased relational strivings (Cox et al., 2008) or positive regard (Cox & Arndt, 2012) for attachment figures following mortality salience."
T0367,C4168,ordinary,,,0.8,refuted,2010,"Several earlier studies (Meyer et al., 2003; Roelofs, 2007, 2008a) that used the same combination of tasks— object naming followed by symbol categorization—showed that participants only initiated the eye movement to the symbol after they had retrieved the phonological form of the object name."
T0368,C2575,ordinary,,,0.5,robust,2022,"” Research has found that internally focused counterfactuals are more helpful for performance improvement (McCrea, 2008)."
